# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-06-17T00:52:42.520648+00:00"",""product"":""stitched_sky_over_50ohm"",""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""stitch_method"":""mean ratio in uniform frequency bins"",""stitched_bin_width_hz"":5000.0,""center_freqs_hz"":[1418805800,1419605800,1420405800,1421205800,1422005800],""sky_data_dir"":""../data/commiss_21cm_data_061626_2"",""calibration_data_dir"":""../data/commiss_50ohm_data_061626_2"",""sky_scan_count"":100,""calibration_scan_count"":100}"
frequency_hz,frequency_mhz,sky_over_50ohm,n_points_averaged
1420048480.469,1420.048480469,1.813627733345e+00,26
1420053460.938,1420.053460938,2.080058866393e+00,25
1420058441.406,1420.058441406,1.940114340252e+00,26
1420063519.531,1420.063519531,1.770515090891e+00,26
1420068500.000,1420.068500000,1.947464290689e+00,25
1420073480.469,1420.073480469,1.795288089696e+00,26
1420078460.938,1420.078460938,1.763269538201e+00,25
1420083441.406,1420.083441406,1.969885656393e+00,26
1420088519.531,1420.088519531,1.801775046745e+00,26
1420093500.000,1420.093500000,1.771375473107e+00,25
1420098480.469,1420.098480469,1.970464060027e+00,26
1420103460.938,1420.103460938,1.846969092905e+00,25
1420108441.406,1420.108441406,1.753521056578e+00,26
1420113519.531,1420.113519531,1.979826586498e+00,26
1420118500.000,1420.118500000,1.843028278574e+00,25
1420123480.469,1420.123480469,1.761367507642e+00,26
1420128460.938,1420.128460938,1.975660158814e+00,25
1420133441.406,1420.133441406,1.815478785609e+00,26
1420138519.531,1420.138519531,1.787184694142e+00,26
1420143500.000,1420.143500000,2.002468861803e+00,25
1420148480.469,1420.148480469,1.816697278042e+00,26
1420153460.938,1420.153460938,1.716596619654e+00,25
1420158441.406,1420.158441406,1.914181311691e+00,26
1420163519.531,1420.163519531,1.785336332938e+00,26
1420168500.000,1420.168500000,1.730743912651e+00,25
1420173480.469,1420.173480469,1.903210997447e+00,26
1420178460.938,1420.178460938,1.760697854038e+00,25
1420183441.406,1420.183441406,1.738996284526e+00,26
1420188519.531,1420.188519531,1.997094025512e+00,26
1420193500.000,1420.193500000,1.876711061157e+00,25
1420198480.469,1420.198480469,1.808194334356e+00,26
1420203460.938,1420.203460938,1.972286525757e+00,25
1420208441.406,1420.208441406,1.875105517171e+00,26
1420213519.531,1420.213519531,1.784420584318e+00,26
1420218500.000,1420.218500000,1.968388785509e+00,25
1420223480.469,1420.223480469,1.796750262200e+00,26
1420228460.938,1420.228460938,1.809414282193e+00,25
1420233441.406,1420.233441406,1.974833191375e+00,26
1420238519.531,1420.238519531,1.780418765281e+00,26
1420243500.000,1420.243500000,1.716346724796e+00,25
1420248480.469,1420.248480469,1.873754900431e+00,26
1420253460.938,1420.253460938,1.779347883703e+00,25
1420258441.406,1420.258441406,1.779701178869e+00,26
1420263519.531,1420.263519531,1.924652770983e+00,26
1420268500.000,1420.268500000,1.802063461285e+00,25
1420273480.469,1420.273480469,1.773803283446e+00,26
1420278460.938,1420.278460938,2.031483332659e+00,25
1420283441.406,1420.283441406,1.817504603747e+00,26
1420288519.531,1420.288519531,1.753696692453e+00,26
1420293500.000,1420.293500000,1.989409164211e+00,25
1420298480.469,1420.298480469,1.864308140939e+00,26
1420303460.938,1420.303460938,1.795228197703e+00,25
1420308441.406,1420.308441406,1.968495683691e+00,26
1420313519.531,1420.313519531,1.843910550130e+00,26
1420318500.000,1420.318500000,1.760903452632e+00,25
1420323480.469,1420.323480469,2.020693427471e+00,26
1420328460.938,1420.328460938,1.841860623020e+00,25
1420333441.406,1420.333441406,1.740675106362e+00,26
1420338519.531,1420.338519531,1.917830392462e+00,26
1420343500.000,1420.343500000,1.814074072445e+00,25
1420348480.469,1420.348480469,1.752379221781e+00,26
1420353460.938,1420.353460938,1.964668281224e+00,25
1420358441.406,1420.358441406,1.856423715936e+00,26
1420363519.531,1420.363519531,1.722884297633e+00,26
1420368500.000,1420.368500000,1.969234440840e+00,25
1420373480.469,1420.373480469,1.868552205253e+00,26
1420378460.938,1420.378460938,1.791460552110e+00,25
1420383441.406,1420.383441406,2.033029645598e+00,26
1420388519.531,1420.388519531,1.893725096325e+00,26
1420393500.000,1420.393500000,1.826532580017e+00,25
1420398480.469,1420.398480469,2.016580597755e+00,26
1420403460.938,1420.403460938,1.899486494117e+00,25
1420408441.406,1420.408441406,1.783755535168e+00,26
1420413519.531,1420.413519531,1.959111704397e+00,26
1420418500.000,1420.418500000,1.814422979857e+00,25
1420423480.469,1420.423480469,1.766658570983e+00,26
1420428460.938,1420.428460938,1.940055249205e+00,25
1420433441.406,1420.433441406,1.831253266671e+00,26
1420438519.531,1420.438519531,1.828246909040e+00,26
1420443500.000,1420.443500000,2.039034088859e+00,25
1420448480.469,1420.448480469,1.846825519767e+00,26
1420453460.938,1420.453460938,1.832797419675e+00,25
1420458441.406,1420.458441406,2.164928079124e+00,26
1420463519.531,1420.463519531,1.974690024074e+00,26
1420468500.000,1420.468500000,1.851328483601e+00,25
1420473480.469,1420.473480469,2.040049620074e+00,26
1420478460.938,1420.478460938,1.873936829049e+00,25
1420483441.406,1420.483441406,1.834626614004e+00,26
1420488519.531,1420.488519531,2.034133975671e+00,26
1420493500.000,1420.493500000,1.906794034929e+00,25
1420498480.469,1420.498480469,1.889097813698e+00,26
1420503460.938,1420.503460938,2.156812539927e+00,25
1420508441.406,1420.508441406,2.018302802587e+00,26
1420513519.531,1420.513519531,1.789291177378e+00,26
1420518500.000,1420.518500000,1.997068266256e+00,25
1420523480.469,1420.523480469,1.809651576833e+00,26
1420528460.938,1420.528460938,1.757621191456e+00,25
1420533441.406,1420.533441406,2.007734265527e+00,26
1420538519.531,1420.538519531,1.881652198737e+00,26
1420543500.000,1420.543500000,1.878712714744e+00,25
1420548480.469,1420.548480469,2.108722779181e+00,26
1420553460.938,1420.553460938,1.995660745478e+00,25
1420558441.406,1420.558441406,1.848231237553e+00,26
1420563519.531,1420.563519531,2.046698480773e+00,26
1420568500.000,1420.568500000,1.888174688301e+00,25
1420573480.469,1420.573480469,1.869599479227e+00,26
1420578460.938,1420.578460938,2.092616230420e+00,25
1420583441.406,1420.583441406,1.962855076064e+00,26
1420588519.531,1420.588519531,1.886474812666e+00,26
1420593500.000,1420.593500000,2.084668338872e+00,25
1420598480.469,1420.598480469,1.955971555289e+00,26
1420603460.938,1420.603460938,1.864587172013e+00,25
1420608441.406,1420.608441406,1.968086447217e+00,26
1420613519.531,1420.613519531,1.800394262614e+00,26
1420618500.000,1420.618500000,1.806828059041e+00,25
1420623480.469,1420.623480469,2.049782699463e+00,26
1420628460.938,1420.628460938,1.921903428241e+00,25
1420633441.406,1420.633441406,1.865036538210e+00,26
1420638519.531,1420.638519531,2.053001219208e+00,26
1420643500.000,1420.643500000,1.996325590895e+00,25
1420648480.469,1420.648480469,1.865244918943e+00,26
1420653460.938,1420.653460938,2.075821928640e+00,25
1420658441.406,1420.658441406,1.916880951782e+00,26
1420663519.531,1420.663519531,1.859209634523e+00,26
1420668500.000,1420.668500000,2.089717110211e+00,25
1420673480.469,1420.673480469,1.921313877955e+00,26
1420678460.938,1420.678460938,1.905457670574e+00,25
1420683441.406,1420.683441406,2.104343719152e+00,26
1420688519.531,1420.688519531,1.970568337881e+00,26
1420693500.000,1420.693500000,1.863568331686e+00,25
1420698480.469,1420.698480469,2.035419413216e+00,26
1420703460.938,1420.703460938,1.910835290488e+00,25
1420708441.406,1420.708441406,1.852439259713e+00,26
1420713519.531,1420.713519531,2.012869289314e+00,26
1420718500.000,1420.718500000,1.871946939129e+00,25
1420723480.469,1420.723480469,1.896504549266e+00,26
1420728460.938,1420.728460938,2.150367102976e+00,25
1420733441.406,1420.733441406,1.969623705414e+00,26
1420738519.531,1420.738519531,1.973445833581e+00,26
1420743500.000,1420.743500000,2.084438257226e+00,25
1420748480.469,1420.748480469,1.936411382447e+00,26
1420753460.938,1420.753460938,1.859978741487e+00,25
1420758441.406,1420.758441406,2.107624234995e+00,26
1420763519.531,1420.763519531,1.936851811475e+00,26
1420768500.000,1420.768500000,1.900931705621e+00,25
1420773480.469,1420.773480469,2.105859085154e+00,26
1420778460.938,1420.778460938,1.919013146008e+00,25
1420783441.406,1420.783441406,1.839075118984e+00,26
1420788519.531,1420.788519531,1.996262221941e+00,26
1420793500.000,1420.793500000,1.884484033906e+00,25
1420798480.469,1420.798480469,1.786327525731e+00,26
1420803460.938,1420.803460938,2.037035635426e+00,25
1420808441.406,1420.808441406,2.091625892786e+00,26
1420813519.531,1420.813519531,1.980529833420e+00,26
1420818500.000,1420.818500000,2.215214726025e+00,25
1420823480.469,1420.823480469,2.043715262452e+00,26
1420828460.938,1420.828460938,1.991700527417e+00,25
1420833441.406,1420.833441406,2.236779911087e+00,26
1420838519.531,1420.838519531,2.097653740184e+00,26
1420843500.000,1420.843500000,2.006392170195e+00,25
1420848480.469,1420.848480469,2.189087093932e+00,26
1420853460.938,1420.853460938,2.057976204393e+00,25
1420858441.406,1420.858441406,1.919520506544e+00,26
1420863519.531,1420.863519531,2.146258872524e+00,26
1420868500.000,1420.868500000,2.003319762004e+00,25
1420873480.469,1420.873480469,1.913570431888e+00,26
1420878460.938,1420.878460938,2.115340100647e+00,25
1420883441.406,1420.883441406,1.930189171680e+00,26
1420888519.531,1420.888519531,1.849316596412e+00,26
1420893500.000,1420.893500000,2.063135359534e+00,25
1420898480.469,1420.898480469,1.998620538682e+00,26
1420903460.938,1420.903460938,1.881927697769e+00,25
1420908441.406,1420.908441406,2.102713288283e+00,26
1420913519.531,1420.913519531,2.003394769362e+00,26
1420918500.000,1420.918500000,1.919281064948e+00,25
1420923480.469,1420.923480469,2.275378954642e+00,26
1420928460.938,1420.928460938,2.069490567509e+00,25
1420933441.406,1420.933441406,1.946245358956e+00,26
1420938519.531,1420.938519531,2.124667896204e+00,26
1420943500.000,1420.943500000,1.973353312068e+00,25
1420948480.469,1420.948480469,1.926153221491e+00,26
1420953460.938,1420.953460938,2.082100550756e+00,25
1420958441.406,1420.958441406,1.930291795390e+00,26
1420963519.531,1420.963519531,1.897954098630e+00,26
1420968500.000,1420.968500000,2.118007680800e+00,25
1420973480.469,1420.973480469,2.009291545560e+00,26
1420978460.938,1420.978460938,1.921043364085e+00,25
1420983441.406,1420.983441406,2.097502253676e+00,26
1420988519.531,1420.988519531,1.963028849991e+00,26
1420993500.000,1420.993500000,1.947102026899e+00,25
1420998480.469,1420.998480469,2.166293351165e+00,26
1421003460.938,1421.003460938,2.024907915928e+00,25
1421008441.406,1421.008441406,2.003559878065e+00,26
1421013519.531,1421.013519531,2.231842722948e+00,26
1421018500.000,1421.018500000,2.135286739570e+00,25
1421023480.469,1421.023480469,1.978975402609e+00,26
1421028460.938,1421.028460938,2.223658116149e+00,25
1421033441.406,1421.033441406,2.070366014292e+00,26
1421038519.531,1421.038519531,1.947739891141e+00,26
1421043500.000,1421.043500000,2.141073021980e+00,25
1421048480.469,1421.048480469,2.105814157849e+00,26
1421053460.938,1421.053460938,1.917797413859e+00,25
1421058441.406,1421.058441406,2.107150439217e+00,26
1421063519.531,1421.063519531,1.960680079933e+00,26
1421068500.000,1421.068500000,1.906545851616e+00,25
1421073480.469,1421.073480469,2.140306499780e+00,26
1421078460.938,1421.078460938,2.047833182400e+00,25
1421083441.406,1421.083441406,1.974096655723e+00,26
1421088519.531,1421.088519531,2.111469330654e+00,26
1421093500.000,1421.093500000,2.044625179367e+00,25
1421098480.469,1421.098480469,1.957265868135e+00,26
1421103460.938,1421.103460938,2.207983283183e+00,25
1421108441.406,1421.108441406,2.058611159523e+00,26
1421113519.531,1421.113519531,1.986940467959e+00,26
1421118500.000,1421.118500000,2.218917457006e+00,25
1421123480.469,1421.123480469,2.066900207386e+00,26
1421128460.938,1421.128460938,1.984844495624e+00,25
1421133441.406,1421.133441406,2.279355764952e+00,26
1421138519.531,1421.138519531,2.014088243896e+00,26
1421143500.000,1421.143500000,1.952261510425e+00,25
1421148480.469,1421.148480469,2.221192187811e+00,26
1421153460.938,1421.153460938,2.055046343591e+00,25
1421158441.406,1421.158441406,1.908273061076e+00,26
1421163519.531,1421.163519531,2.133761392591e+00,26
1421168500.000,1421.168500000,2.035674657150e+00,25
1421173480.469,1421.173480469,1.946539663221e+00,26
1421178460.938,1421.178460938,2.275154835715e+00,25
1421183441.406,1421.183441406,2.078382959838e+00,26
1421188519.531,1421.188519531,1.978866260021e+00,26
1421193500.000,1421.193500000,2.262403942615e+00,25
1421198480.469,1421.198480469,2.124243312867e+00,26
1421203460.938,1421.203460938,1.988323120313e+00,25
1421208441.406,1421.208441406,2.227190399136e+00,26
1421213519.531,1421.213519531,2.060904104304e+00,26
1421218500.000,1421.218500000,1.995808144680e+00,25
1421223480.469,1421.223480469,2.212546153487e+00,26
1421228460.938,1421.228460938,2.057458958650e+00,25
1421233441.406,1421.233441406,1.933762632117e+00,26
1421238519.531,1421.238519531,2.157759758095e+00,26
1421243500.000,1421.243500000,1.999054478783e+00,25
1421248480.469,1421.248480469,1.975499512962e+00,26
1421253460.938,1421.253460938,2.175886600776e+00,25
1421258441.406,1421.258441406,2.024372235505e+00,26
1421263519.531,1421.263519531,1.960262624424e+00,26
1421268500.000,1421.268500000,2.300732856852e+00,25
1421273480.469,1421.273480469,2.054974409869e+00,26
1421278460.938,1421.278460938,2.031299590944e+00,25
1421283441.406,1421.283441406,2.284705451434e+00,26
1421288519.531,1421.288519531,2.087870326945e+00,26
1421293500.000,1421.293500000,2.000360822796e+00,25
1421298480.469,1421.298480469,2.250924731260e+00,26
1421303460.938,1421.303460938,2.111745818843e+00,25
1421308441.406,1421.308441406,2.131348615369e+00,26
1421313519.531,1421.313519531,2.326878095821e+00,26
1421318500.000,1421.318500000,2.081175677331e+00,25
1421323480.469,1421.323480469,1.934732223548e+00,26
1421328460.938,1421.328460938,2.186357270037e+00,25
1421333441.406,1421.333441406,2.014824607686e+00,26
1421338519.531,1421.338519531,1.998425057840e+00,26
1421343500.000,1421.343500000,2.195481912898e+00,25
1421348480.469,1421.348480469,2.041403215042e+00,26
1421353460.938,1421.353460938,2.109636659928e+00,25
1421358441.406,1421.358441406,2.412104744134e+00,26
1421363519.531,1421.363519531,2.199078476784e+00,26
1421368500.000,1421.368500000,2.023125427105e+00,25
1421373480.469,1421.373480469,2.273515690774e+00,26
1421378460.938,1421.378460938,2.124434524581e+00,25
1421383441.406,1421.383441406,2.063248224827e+00,26
1421388519.531,1421.388519531,2.348979855647e+00,26
1421393500.000,1421.393500000,2.177725907953e+00,25
1421398480.469,1421.398480469,2.065079418738e+00,26
1421403460.938,1421.403460938,2.336283864488e+00,25
1421408441.406,1421.408441406,2.174929145768e+00,26
1421413519.531,1421.413519531,2.019386550197e+00,26
1421418500.000,1421.418500000,2.219941239012e+00,25
1421423480.469,1421.423480469,2.034989097096e+00,26
1421428460.938,1421.428460938,1.970935209150e+00,25
1421433441.406,1421.433441406,2.192071911843e+00,26
1421438519.531,1421.438519531,2.018973935000e+00,26
1421443500.000,1421.443500000,1.963766544230e+00,25
1421448480.469,1421.448480469,2.259928197187e+00,26
1421453460.938,1421.453460938,2.131528454202e+00,25
1421458441.406,1421.458441406,2.034657899735e+00,26
1421463519.531,1421.463519531,2.281609989931e+00,26
1421468500.000,1421.468500000,2.108968447636e+00,25
1421473480.469,1421.473480469,2.101531951577e+00,26
1421478460.938,1421.478460938,2.311173759322e+00,25
1421483441.406,1421.483441406,2.134455287304e+00,26
1421488519.531,1421.488519531,2.050879277256e+00,26
1421493500.000,1421.493500000,2.275385944874e+00,25
1421498480.469,1421.498480469,2.100532323637e+00,26
1421503460.938,1421.503460938,2.029470540851e+00,25
1421508441.406,1421.508441406,2.317479511511e+00,26
1421513519.531,1421.513519531,2.072895891229e+00,26
1421518500.000,1421.518500000,1.992199546545e+00,25
1421523480.469,1421.523480469,2.210819439954e+00,26
1421528460.938,1421.528460938,2.073672390005e+00,25
1421533441.406,1421.533441406,2.054751732706e+00,26
1421538519.531,1421.538519531,2.291253059904e+00,26
1421543500.000,1421.543500000,2.075665061592e+00,25
1421548480.469,1421.548480469,2.046328533653e+00,26
1421553460.938,1421.553460938,2.376225830309e+00,25
1421558441.406,1421.558441406,2.139536742667e+00,26
1421563519.531,1421.563519531,2.058090959630e+00,26
1421568500.000,1421.568500000,2.265539073194e+00,25
1421573480.469,1421.573480469,2.089397518847e+00,26
1421578460.938,1421.578460938,2.052672376460e+00,25
1421583441.406,1421.583441406,2.311875250241e+00,26
1421588519.531,1421.588519531,2.040191426525e+00,26
1421593500.000,1421.593500000,2.024994870008e+00,25
1421598480.469,1421.598480469,2.255775276772e+00,26
1421603460.938,1421.603460938,2.157670614964e+00,25
1421608493.107,1421.608493107,2.045175008849e+00,17
1421613467.831,1421.613467831,2.265566292741e+00,17
1421618454.044,1421.618454044,2.114642377256e+00,17
1421623428.768,1421.623428768,2.060164042614e+00,17
1421628414.982,1421.628414982,2.303399112116e+00,17
1421633389.706,1421.633389706,2.180070568377e+00,17
1421638519.531,1421.638519531,2.126052057221e+00,18
1421643500.000,1421.643500000,2.394942429854e+00,16
1421648480.469,1421.648480469,2.197957201701e+00,18
1421653460.938,1421.653460938,2.172585178058e+00,16
1421658441.406,1421.658441406,2.381970753620e+00,18
1421663571.232,1421.663571232,2.163228396170e+00,17
1421668545.956,1421.668545956,2.102421685444e+00,17
1421673532.169,1421.673532169,2.386923401108e+00,17
1421678506.893,1421.678506893,2.277192976903e+00,17
1421683493.107,1421.683493107,2.049689392870e+00,17
1421688467.831,1421.688467831,2.302059213858e+00,17
1421693454.044,1421.693454044,2.114303203606e+00,17
1421698428.768,1421.698428768,2.027777221339e+00,17
1421703414.982,1421.703414982,2.297904873644e+00,17
1421708389.706,1421.708389706,2.139050739225e+00,17
1421713519.531,1421.713519531,2.065959375990e+00,18
1421718500.000,1421.718500000,2.257811219796e+00,16
1421723480.469,1421.723480469,2.250490599444e+00,18
1421728460.938,1421.728460937,2.144756895457e+00,16
1421733441.406,1421.733441406,2.392852561590e+00,18
1421738571.232,1421.738571232,2.290090877099e+00,17
1421743545.956,1421.743545956,2.140284315559e+00,17
1421748532.169,1421.748532169,2.389200625834e+00,17
1421753506.893,1421.753506893,2.262100913590e+00,17
1421758493.107,1421.758493107,2.226843188106e+00,17
1421763467.831,1421.763467831,2.444012831275e+00,17
1421768454.044,1421.768454044,2.167298846067e+00,17
1421773428.768,1421.773428768,2.188916226988e+00,17
1421778414.982,1421.778414982,2.399255430882e+00,17
1421783389.706,1421.783389706,2.184774708300e+00,17
1421788519.531,1421.788519531,2.077712921606e+00,18
1421793500.000,1421.793500000,2.336494822605e+00,16
1421798480.469,1421.798480469,2.185759556515e+00,18
1421803460.938,1421.803460937,2.154012603054e+00,16
1421808441.406,1421.808441406,2.518261122983e+00,18
1421813571.232,1421.813571232,2.220854500462e+00,17
1421818545.956,1421.818545956,2.193070706236e+00,17
1421823532.169,1421.823532169,2.396393262168e+00,17
1421828506.893,1421.828506893,2.236252461205e+00,17
1421833493.107,1421.833493107,2.209668699436e+00,17
1421838467.831,1421.838467831,2.455885295088e+00,17
1421843454.044,1421.843454044,2.307246054790e+00,17
1421848428.768,1421.848428768,2.096694578218e+00,17
1421853414.982,1421.853414982,2.408188897230e+00,17
1421858389.706,1421.858389706,2.243417080267e+00,17
1421863519.531,1421.863519531,2.048689774845e+00,18
1421868500.000,1421.868500000,2.267839250125e+00,16
1421873480.469,1421.873480469,2.199021963863e+00,18
1421878460.938,1421.878460937,2.110001610496e+00,16
1421883441.406,1421.883441406,2.381926641047e+00,18
1421888571.232,1421.888571232,2.184850167811e+00,17
1421893545.956,1421.893545956,2.113777993395e+00,17
1421898532.169,1421.898532169,2.459335563342e+00,17
1421903506.893,1421.903506893,2.188208124307e+00,17
1421908493.107,1421.908493107,2.192277438338e+00,17
1421913467.831,1421.913467831,2.401820857638e+00,17
1421918454.044,1421.918454044,2.224514931554e+00,17
1421923428.768,1421.923428768,2.197986616837e+00,17
1421928414.982,1421.928414982,2.455699892039e+00,17
1421933389.706,1421.933389706,2.289106340915e+00,17
1421938519.531,1421.938519531,2.141290894882e+00,18
1421943500.000,1421.943500000,2.413009400936e+00,16
1421948480.469,1421.948480469,2.201101763250e+00,18
1421953460.938,1421.953460938,2.170540041990e+00,16
1421958441.406,1421.958441406,2.353715573043e+00,18
1421963571.232,1421.963571232,2.151180198759e+00,17
1421968545.956,1421.968545956,2.112134978130e+00,17
1421973532.169,1421.973532169,2.444200340043e+00,17
1421978506.893,1421.978506893,2.220398138507e+00,17
1421983493.107,1421.983493107,2.114743165466e+00,17
1421988467.831,1421.988467831,2.383717065938e+00,17
1421993454.044,1421.993454044,2.225952849537e+00,17
1421998428.768,1421.998428768,2.251531478243e+00,17
1422003414.982,1422.003414982,2.565633312631e+00,17
1422008389.706,1422.008389706,2.305574391565e+00,17
1422013519.531,1422.013519531,2.184599726469e+00,18
1422018500.000,1422.018500000,2.512087628698e+00,16
1422023480.469,1422.023480469,2.319358972186e+00,18
1422028460.938,1422.028460938,2.220122813793e+00,16
1422033441.406,1422.033441406,2.459014191812e+00,18
1422038571.232,1422.038571232,2.359204958695e+00,17
1422043545.956,1422.043545956,2.275936176759e+00,17
1422048532.169,1422.048532169,2.544282965454e+00,17
1422053506.893,1422.053506893,2.366505799569e+00,17
1422058493.107,1422.058493107,2.200402652379e+00,17
1422063467.831,1422.063467831,2.460177379025e+00,17
1422068454.044,1422.068454044,2.316235165927e+00,17
1422073428.768,1422.073428768,2.196248810637e+00,17
1422078414.982,1422.078414982,2.512374874393e+00,17
1422083389.706,1422.083389706,2.260697532523e+00,17
1422088519.531,1422.088519531,2.270174786800e+00,18
1422093500.000,1422.093500000,2.538243188507e+00,16
1422098480.469,1422.098480469,2.367414379935e+00,18
1422103460.938,1422.103460937,2.263494617711e+00,16
1422108441.406,1422.108441406,2.535845937764e+00,18
1422113571.232,1422.113571232,2.344560397895e+00,17
1422118545.956,1422.118545956,2.219126055209e+00,17
1422123532.169,1422.123532169,2.544109276845e+00,17
1422128506.893,1422.128506893,2.301147958472e+00,17
1422133493.107,1422.133493107,2.168304520630e+00,17
1422138467.831,1422.138467831,2.399995847418e+00,17
1422143454.044,1422.143454044,2.299632739385e+00,17
1422148428.768,1422.148428768,2.177129046750e+00,17
1422153414.982,1422.153414982,2.445382978754e+00,17
1422158389.706,1422.158389706,2.270100941465e+00,17
1422163519.531,1422.163519531,2.198424785707e+00,18
1422168500.000,1422.168500000,2.445331708100e+00,16
1422173480.469,1422.173480469,2.262839645270e+00,18
1422178460.938,1422.178460937,2.217741249546e+00,16
1422183441.406,1422.183441406,2.473521925970e+00,18
1422188571.232,1422.188571232,2.437138460454e+00,17
1422193545.956,1422.193545956,2.292081873681e+00,17
1422198532.169,1422.198532169,2.593110322119e+00,17
1422203506.893,1422.203506893,2.378909672468e+00,17
1422208493.107,1422.208493107,2.254667945722e+00,17
1422213467.831,1422.213467831,2.558649405014e+00,17
1422218454.044,1422.218454044,2.369962849496e+00,17
1422223428.768,1422.223428768,2.267092639211e+00,17
1422228414.982,1422.228414982,2.561914705113e+00,17
1422233389.706,1422.233389706,2.358927101755e+00,17
1422238519.531,1422.238519531,2.227468905677e+00,18
1422243500.000,1422.243500000,2.468216022748e+00,16
1422248480.469,1422.248480469,2.291790621424e+00,18
1422253460.938,1422.253460937,2.259435820162e+00,16
1422258441.406,1422.258441406,2.554237328562e+00,18
1422263571.232,1422.263571232,2.370885143902e+00,17
1422268545.956,1422.268545956,2.261091130761e+00,17
1422273532.169,1422.273532169,2.613897236177e+00,17
1422278506.893,1422.278506893,2.381999362666e+00,17
1422283493.107,1422.283493107,2.250533281775e+00,17
1422288467.831,1422.288467831,2.546913663790e+00,17
1422293454.044,1422.293454044,2.360930756114e+00,17
1422298428.768,1422.298428768,2.238012829259e+00,17
1422303414.982,1422.303414982,2.534297008881e+00,17
1422308389.706,1422.308389706,2.447183372648e+00,17
1422313519.531,1422.313519531,2.288170883980e+00,18
1422318500.000,1422.318500000,2.537343248056e+00,16
1422323480.469,1422.323480469,2.287795496554e+00,18
1422328460.938,1422.328460938,2.132197172350e+00,16
1422333441.406,1422.333441406,2.433175246464e+00,18
1422338571.232,1422.338571232,2.232504902213e+00,17
1422343545.956,1422.343545956,2.199566995065e+00,17
1422348532.169,1422.348532169,2.473320571924e+00,17
1422353506.893,1422.353506893,2.318663879391e+00,17
1422358493.107,1422.358493107,2.223098025570e+00,17
1422363467.831,1422.363467831,2.570187880986e+00,17
1422368454.044,1422.368454044,2.282227365143e+00,17
1422373428.768,1422.373428768,2.228550701932e+00,17
1422378414.982,1422.378414982,2.566700140625e+00,17
1422383389.706,1422.383389706,2.355988374139e+00,17
1422388519.531,1422.388519531,2.238332268816e+00,18
1422393500.000,1422.393500000,2.451215749048e+00,16
1422398480.469,1422.398480469,2.278180090606e+00,18
1422403460.938,1422.403460938,2.226564904315e+00,16
1422408539.062,1422.408539062,2.581750495956e+00,9
1422413519.531,1422.413519531,2.316160833404e+00,8
1422418500.000,1422.418500000,2.253216601987e+00,9
1422423480.469,1422.423480469,2.589354188483e+00,8
1422428460.938,1422.428460938,2.414761812412e+00,9
1422433441.406,1422.433441406,2.271921952700e+00,8
1422438421.875,1422.438421875,2.540142491500e+00,9
1422443402.344,1422.443402344,2.424371484001e+00,8
1422448382.812,1422.448382812,2.372712483546e+00,9
1422453363.281,1422.453363281,2.712814241385e+00,8
1422458343.750,1422.458343750,2.489759117471e+00,9
1422463617.188,1422.463617188,2.388018945908e+00,9
1422468597.656,1422.468597656,2.592926556747e+00,8
1422473578.125,1422.473578125,2.443460004825e+00,9
1422478558.594,1422.478558594,2.371065262610e+00,8
1422483539.062,1422.483539062,2.623594410692e+00,9
1422488519.531,1422.488519531,2.438594423820e+00,8
1422493500.000,1422.493500000,2.318044542867e+00,9
1422498480.469,1422.498480469,2.779720523457e+00,8
1422503460.938,1422.503460938,2.382963741924e+00,9
1422508441.406,1422.508441406,2.298842395695e+00,8
1422513421.875,1422.513421875,2.486683460537e+00,9
1422518402.344,1422.518402344,2.359414450745e+00,8
1422523382.812,1422.523382812,2.298429901489e+00,9
1422528363.281,1422.528363281,2.620633256744e+00,8
1422533343.750,1422.533343750,2.427063407521e+00,9
1422538617.188,1422.538617188,2.294329468275e+00,9
1422543597.656,1422.543597656,2.621820305980e+00,8
1422548578.125,1422.548578125,2.497470093317e+00,9
1422553558.594,1422.553558594,2.360201716759e+00,8
1422558539.062,1422.558539062,2.661888732361e+00,9
1422563519.531,1422.563519531,2.453084748046e+00,8
1422568500.000,1422.568500000,2.318401468416e+00,9
1422573480.469,1422.573480469,2.583336133122e+00,8
1422578460.938,1422.578460938,2.418497957953e+00,9
1422583441.406,1422.583441406,2.291286733966e+00,8
1422588421.875,1422.588421875,2.587032523121e+00,9
1422593402.344,1422.593402344,2.430797360124e+00,8
1422598382.812,1422.598382812,2.278339005950e+00,9
1422603363.281,1422.603363281,2.606428818337e+00,8
1422608343.750,1422.608343750,2.445315021878e+00,9
1422613617.188,1422.613617188,2.283552631425e+00,9
1422618597.656,1422.618597656,2.573321578113e+00,8
1422623578.125,1422.623578125,2.330880121567e+00,9
1422628558.594,1422.628558594,2.340826768323e+00,8
1422633539.062,1422.633539062,2.612683302208e+00,9
1422638519.531,1422.638519531,2.455910082349e+00,8
1422643500.000,1422.643500000,2.473869114495e+00,9
1422648480.469,1422.648480469,2.755075385915e+00,8
1422653460.938,1422.653460938,2.440532657299e+00,9
1422658441.406,1422.658441406,2.281166866432e+00,8
1422663421.875,1422.663421875,2.608529400980e+00,9
1422668402.344,1422.668402344,2.405367343123e+00,8
1422673382.812,1422.673382812,2.547316588235e+00,9
