# metadata_json,"{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:25.366521+00:00"",""target_name"":""galactic_plane"",""scan_index"":4,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1418406000.000,1418.406000000,8.976507617560e-10
1418406585.938,1418.406585938,8.625910752594e-10
1418407171.875,1418.407171875,8.121650538075e-10
1418407757.812,1418.407757812,7.954698414305e-10
1418408343.750,1418.408343750,7.836342412818e-10
1418408929.688,1418.408929687,7.633150524115e-10
1418409515.625,1418.409515625,7.529685937286e-10
1418410101.562,1418.410101562,7.438211555092e-10
1418410687.500,1418.410687500,7.486048690462e-10
1418411273.438,1418.411273438,7.382126385236e-10
1418411859.375,1418.411859375,7.285513700951e-10
1418412445.312,1418.412445313,7.375472770798e-10
1418413031.250,1418.413031250,7.661180917184e-10
1418413617.188,1418.413617187,7.863623404859e-10
1418414203.125,1418.414203125,7.571056957127e-10
1418414789.062,1418.414789062,7.465281024002e-10
1418415375.000,1418.415375000,7.933938738167e-10
1418415960.938,1418.415960937,8.192195322630e-10
1418416546.875,1418.416546875,8.214866594562e-10
1418417132.812,1418.417132813,8.053664069749e-10
1418417718.750,1418.417718750,8.348445567451e-10
1418418304.688,1418.418304688,8.753113074919e-10
1418418890.625,1418.418890625,8.949733841862e-10
1418419476.562,1418.419476562,8.651619143793e-10
1418420062.500,1418.420062500,8.375753650524e-10
1418420648.438,1418.420648437,8.686524563602e-10
1418421234.375,1418.421234375,8.441821604528e-10
1418421820.312,1418.421820312,8.199829831876e-10
1418422406.250,1418.422406250,8.203410920597e-10
1418422992.188,1418.422992188,7.875541780193e-10
1418423578.125,1418.423578125,7.718539755433e-10
1418424164.062,1418.424164063,7.390522124729e-10
1418424750.000,1418.424750000,7.435539312515e-10
1418425335.938,1418.425335937,7.323086810307e-10
1418425921.875,1418.425921875,7.263662981798e-10
1418426507.812,1418.426507812,7.452089330296e-10
1418427093.750,1418.427093750,7.422579444577e-10
1418427679.688,1418.427679687,7.463755045680e-10
1418428265.625,1418.428265625,7.006790829178e-10
1418428851.562,1418.428851563,6.976953427264e-10
1418429437.500,1418.429437500,7.458083663588e-10
1418430023.438,1418.430023438,7.901349328176e-10
1418430609.375,1418.430609375,7.920078784464e-10
1418431195.312,1418.431195312,8.176533215354e-10
1418431781.250,1418.431781250,8.088453707890e-10
1418432367.188,1418.432367187,8.097003951091e-10
1418432953.125,1418.432953125,8.331876386847e-10
1418433539.062,1418.433539062,8.328898201254e-10
1418434125.000,1418.434125000,8.255531865345e-10
1418434710.938,1418.434710938,8.332499712288e-10
1418435296.875,1418.435296875,8.404351363029e-10
1418435882.812,1418.435882813,8.394457948875e-10
1418436468.750,1418.436468750,8.110616066091e-10
1418437054.688,1418.437054687,8.136997246022e-10
1418437640.625,1418.437640625,7.768016042705e-10
1418438226.562,1418.438226562,7.613423168902e-10
1418438812.500,1418.438812500,7.563649792946e-10
1418439398.438,1418.439398437,7.752906077595e-10
1418439984.375,1418.439984375,7.492317748474e-10
1418440570.312,1418.440570313,7.080057132009e-10
1418441156.250,1418.441156250,7.002507791259e-10
1418441742.188,1418.441742188,7.101932523970e-10
1418442328.125,1418.442328125,7.027059201921e-10
1418442914.062,1418.442914062,7.110942007131e-10
1418443500.000,1418.443500000,7.201094367796e-10
1418444085.938,1418.444085937,7.396537297568e-10
1418444671.875,1418.444671875,7.708685902408e-10
1418445257.812,1418.445257812,7.744135210304e-10
1418445843.750,1418.445843750,7.812448343837e-10
1418446429.688,1418.446429688,7.803757148952e-10
1418447015.625,1418.447015625,7.548047198597e-10
1418447601.562,1418.447601563,7.865739914109e-10
1418448187.500,1418.448187500,8.008471184712e-10
1418448773.438,1418.448773437,8.215414046491e-10
1418449359.375,1418.449359375,8.016218503591e-10
1418449945.312,1418.449945312,7.762793421460e-10
1418450531.250,1418.450531250,7.905683439534e-10
1418451117.188,1418.451117187,7.832017440064e-10
1418451703.125,1418.451703125,7.874414511701e-10
1418452289.062,1418.452289063,7.361714836604e-10
1418452875.000,1418.452875000,7.414477092135e-10
1418453460.938,1418.453460938,7.269622008939e-10
1418454046.875,1418.454046875,7.033104470516e-10
1418454632.812,1418.454632812,6.943704042039e-10
1418455218.750,1418.455218750,7.030839476830e-10
1418455804.688,1418.455804687,7.052708878253e-10
1418456390.625,1418.456390625,6.873896683179e-10
1418456976.562,1418.456976562,6.780935060435e-10
1418457562.500,1418.457562500,6.988928983869e-10
1418458148.438,1418.458148438,7.076135757673e-10
1418458734.375,1418.458734375,7.178719686726e-10
1418459320.312,1418.459320313,7.258452343428e-10
1418459906.250,1418.459906250,7.220151274470e-10
1418460492.188,1418.460492187,7.316546036707e-10
1418461078.125,1418.461078125,7.639886583424e-10
1418461664.062,1418.461664062,7.866689755988e-10
1418462250.000,1418.462250000,7.889019996520e-10
1418462835.938,1418.462835937,8.075505820338e-10
1418463421.875,1418.463421875,8.106713745255e-10
1418464007.812,1418.464007813,8.315923202232e-10
1418464593.750,1418.464593750,8.070708556735e-10
1418465179.688,1418.465179688,8.232299232552e-10
1418465765.625,1418.465765625,8.197890063455e-10
1418466351.562,1418.466351562,7.938758226491e-10
1418466937.500,1418.466937500,8.045574667074e-10
1418467523.438,1418.467523437,8.224550891930e-10
1418468109.375,1418.468109375,7.931209340200e-10
1418468695.312,1418.468695312,7.330155822203e-10
1418469281.250,1418.469281250,7.320125641736e-10
1418469867.188,1418.469867188,7.325847488882e-10
1418470453.125,1418.470453125,7.229453349372e-10
1418471039.062,1418.471039063,7.075513906016e-10
