# metadata_json,"{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-05-12T20:33:20.025722+00:00"",""load_label"":""50ohm_termination"",""scan_index"":19,""scan_count"":20,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""center_freq_hz"":1420305800,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1419106000.000,1419.106000000,3.226800255221e-10
1419106585.938,1419.106585938,3.217822276860e-10
1419107171.875,1419.107171875,3.119169066464e-10
1419107757.812,1419.107757813,3.070279329854e-10
1419108343.750,1419.108343750,3.141421944710e-10
1419108929.688,1419.108929687,3.080536164803e-10
1419109515.625,1419.109515625,3.110828216785e-10
1419110101.562,1419.110101562,3.174029740263e-10
1419110687.500,1419.110687500,3.100387477049e-10
1419111273.438,1419.111273437,3.057972755521e-10
1419111859.375,1419.111859375,3.008099654707e-10
1419112445.312,1419.112445313,3.111451549818e-10
1419113031.250,1419.113031250,3.129304430441e-10
1419113617.188,1419.113617188,3.072012307645e-10
1419114203.125,1419.114203125,3.102303537727e-10
1419114789.062,1419.114789062,3.154086808311e-10
1419115375.000,1419.115375000,3.067276041217e-10
1419115960.938,1419.115960937,3.130598317433e-10
1419116546.875,1419.116546875,3.107412465482e-10
1419117132.812,1419.117132812,3.041233917890e-10
1419117718.750,1419.117718750,3.065243099456e-10
1419118304.688,1419.118304688,3.080638592112e-10
1419118890.625,1419.118890625,3.102918503771e-10
1419119476.562,1419.119476563,3.194969727347e-10
1419120062.500,1419.120062500,3.189761349398e-10
1419120648.438,1419.120648437,3.129528125380e-10
1419121234.375,1419.121234375,3.106613752749e-10
1419121820.312,1419.121820312,3.143092983884e-10
1419122406.250,1419.122406250,3.054466186635e-10
1419122992.188,1419.122992187,3.130883017339e-10
1419123578.125,1419.123578125,3.143126010628e-10
1419124164.062,1419.124164063,3.070958110872e-10
1419124750.000,1419.124750000,3.062290038236e-10
1419125335.938,1419.125335938,3.162425275376e-10
1419125921.875,1419.125921875,3.108578274245e-10
1419126507.812,1419.126507812,3.038388324032e-10
1419127093.750,1419.127093750,3.035593192700e-10
1419127679.688,1419.127679687,3.056239713433e-10
1419128265.625,1419.128265625,3.040867517410e-10
1419128851.562,1419.128851562,3.020853919243e-10
1419129437.500,1419.129437500,3.111213309711e-10
1419130023.438,1419.130023438,3.171010426076e-10
1419130609.375,1419.130609375,3.105728678868e-10
1419131195.312,1419.131195313,3.032573138558e-10
1419131781.250,1419.131781250,3.023173165907e-10
1419132367.188,1419.132367187,3.000782968190e-10
1419132953.125,1419.132953125,3.056829449133e-10
1419133539.062,1419.133539062,3.116253260345e-10
1419134125.000,1419.134125000,3.155438571419e-10
1419134710.938,1419.134710937,3.082015302424e-10
1419135296.875,1419.135296875,3.078276267226e-10
1419135882.812,1419.135882813,3.054790232344e-10
1419136468.750,1419.136468750,3.012739055011e-10
1419137054.688,1419.137054688,3.121702537939e-10
1419137640.625,1419.137640625,3.055260454423e-10
1419138226.562,1419.138226562,3.002192171571e-10
1419138812.500,1419.138812500,3.021249280094e-10
1419139398.438,1419.139398437,2.991117315537e-10
1419139984.375,1419.139984375,3.047168487518e-10
1419140570.312,1419.140570312,3.127618476926e-10
1419141156.250,1419.141156250,3.002152488745e-10
1419141742.188,1419.141742188,2.983742513626e-10
1419142328.125,1419.142328125,2.977152261368e-10
1419142914.062,1419.142914063,3.070220751372e-10
1419143500.000,1419.143500000,3.030757523916e-10
1419144085.938,1419.144085937,3.001331570196e-10
1419144671.875,1419.144671875,3.025708007089e-10
1419145257.812,1419.145257812,2.950316855406e-10
1419145843.750,1419.145843750,2.917019541072e-10
1419146429.688,1419.146429687,2.939591883853e-10
1419147015.625,1419.147015625,3.024228404460e-10
1419147601.562,1419.147601563,3.034035782215e-10
1419148187.500,1419.148187500,2.997256011245e-10
1419148773.438,1419.148773438,2.983758944838e-10
1419149359.375,1419.149359375,3.010023585084e-10
1419149945.312,1419.149945312,2.981628922299e-10
1419150531.250,1419.150531250,3.043266234083e-10
