# metadata_json,"{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-07-20T19:14:47.556409+00:00"",""load_label"":""50ohm_termination"",""scan_index"":6,""scan_count"":20,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1419206000.000,1419.206000000,3.127094759365e-10
1419206585.938,1419.206585937,3.137550177038e-10
1419207171.875,1419.207171875,3.112563044390e-10
1419207757.812,1419.207757812,3.064151793022e-10
1419208343.750,1419.208343750,3.059387263486e-10
1419208929.688,1419.208929687,3.071710345969e-10
1419209515.625,1419.209515625,3.109889259199e-10
1419210101.562,1419.210101563,3.166294769210e-10
1419210687.500,1419.210687500,3.113142923298e-10
1419211273.438,1419.211273438,3.084817579016e-10
1419211859.375,1419.211859375,3.019119007803e-10
1419212445.312,1419.212445312,3.043630041468e-10
1419213031.250,1419.213031250,3.125549594402e-10
1419213617.188,1419.213617187,3.123623951452e-10
1419214203.125,1419.214203125,3.133531992474e-10
1419214789.062,1419.214789062,3.108177052663e-10
1419215375.000,1419.215375000,2.918334754592e-10
1419215960.938,1419.215960938,3.003334963594e-10
1419216546.875,1419.216546875,3.043914043930e-10
1419217132.812,1419.217132813,3.027215220086e-10
1419217718.750,1419.217718750,3.065002258749e-10
1419218304.688,1419.218304687,2.943497831279e-10
1419218890.625,1419.218890625,3.001963734088e-10
1419219476.562,1419.219476562,3.037850513769e-10
1419220062.500,1419.220062500,3.064079129600e-10
1419220648.438,1419.220648437,3.060989366758e-10
1419221234.375,1419.221234375,2.970241504284e-10
1419221820.312,1419.221820313,3.033457889936e-10
1419222406.250,1419.222406250,3.058515847123e-10
1419222992.188,1419.222992188,3.084509964659e-10
1419223578.125,1419.223578125,3.064482944614e-10
1419224164.062,1419.224164062,3.044308341364e-10
1419224750.000,1419.224750000,3.039555020634e-10
1419225335.938,1419.225335937,3.010010988608e-10
1419225921.875,1419.225921875,2.978689301828e-10
1419226507.812,1419.226507812,2.968336682343e-10
1419227093.750,1419.227093750,2.986172414372e-10
1419227679.688,1419.227679688,2.958244648315e-10
1419228265.625,1419.228265625,2.986564765001e-10
1419228851.562,1419.228851563,3.012341187564e-10
1419229437.500,1419.229437500,2.988068512874e-10
1419230023.438,1419.230023437,3.025802462682e-10
1419230609.375,1419.230609375,2.938806134698e-10
1419231195.312,1419.231195312,2.938200521245e-10
1419231781.250,1419.231781250,2.975537521007e-10
1419232367.188,1419.232367187,2.962267022225e-10
1419232953.125,1419.232953125,2.915271292861e-10
1419233539.062,1419.233539063,2.936642297895e-10
1419234125.000,1419.234125000,2.988924937271e-10
1419234710.938,1419.234710938,3.016806556026e-10
1419235296.875,1419.235296875,3.011021965812e-10
1419235882.812,1419.235882812,3.013555604456e-10
1419236468.750,1419.236468750,2.975062549962e-10
1419237054.688,1419.237054687,2.977961261437e-10
1419237640.625,1419.237640625,2.980158901860e-10
1419238226.562,1419.238226562,3.004708500848e-10
1419238812.500,1419.238812500,3.007432279560e-10
1419239398.438,1419.239398438,2.958685907502e-10
1419239984.375,1419.239984375,2.916861717629e-10
1419240570.312,1419.240570313,2.925707242142e-10
1419241156.250,1419.241156250,3.009241106028e-10
1419241742.188,1419.241742187,3.005370749823e-10
1419242328.125,1419.242328125,2.993395681993e-10
1419242914.062,1419.242914062,2.948724306543e-10
1419243500.000,1419.243500000,2.858454971631e-10
1419244085.938,1419.244085937,2.934117016323e-10
1419244671.875,1419.244671875,2.923960242054e-10
1419245257.812,1419.245257813,2.979410878803e-10
1419245843.750,1419.245843750,2.946512706837e-10
1419246429.688,1419.246429688,2.918623239681e-10
1419247015.625,1419.247015625,2.961113144614e-10
1419247601.562,1419.247601562,3.055634075084e-10
1419248187.500,1419.248187500,2.989426148013e-10
1419248773.438,1419.248773437,3.013666809654e-10
1419249359.375,1419.249359375,2.970503435700e-10
1419249945.312,1419.249945312,3.010464694135e-10
