# metadata_json,"{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:46:32.783088+00:00"",""load_label"":""50ohm_termination"",""scan_index"":10,""scan_count"":20,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1418406000.000,1418.406000000,2.986517631855e-10
1418406585.938,1418.406585938,2.943402012759e-10
1418407171.875,1418.407171875,2.988208428416e-10
1418407757.812,1418.407757812,2.915176380244e-10
1418408343.750,1418.408343750,2.941139651609e-10
1418408929.688,1418.408929687,3.000319725617e-10
1418409515.625,1418.409515625,2.894951101630e-10
1418410101.562,1418.410101562,2.901664625238e-10
1418410687.500,1418.410687500,2.963403930647e-10
1418411273.438,1418.411273438,2.998564134466e-10
1418411859.375,1418.411859375,2.972373128731e-10
1418412445.312,1418.412445313,2.927972027923e-10
1418413031.250,1418.413031250,2.917368447093e-10
1418413617.188,1418.413617187,2.882485884360e-10
1418414203.125,1418.414203125,2.863855005345e-10
1418414789.062,1418.414789062,2.890245356003e-10
1418415375.000,1418.415375000,2.873233316907e-10
1418415960.938,1418.415960937,2.906306071672e-10
1418416546.875,1418.416546875,2.868583375412e-10
1418417132.812,1418.417132813,2.902294106062e-10
1418417718.750,1418.417718750,3.056449990107e-10
1418418304.688,1418.418304688,2.979628448801e-10
1418418890.625,1418.418890625,2.884748194616e-10
1418419476.562,1418.419476562,2.859427233277e-10
1418420062.500,1418.420062500,2.861868609314e-10
1418420648.438,1418.420648437,2.848382893999e-10
1418421234.375,1418.421234375,2.858269067662e-10
1418421820.312,1418.421820312,2.824647813081e-10
1418422406.250,1418.422406250,2.862033467881e-10
1418422992.188,1418.422992188,2.950207394229e-10
1418423578.125,1418.423578125,2.893799327211e-10
1418424164.062,1418.424164063,2.831490531506e-10
1418424750.000,1418.424750000,2.926601473348e-10
1418425335.938,1418.425335937,2.936410643734e-10
1418425921.875,1418.425921875,2.841112631072e-10
1418426507.812,1418.426507812,2.831388994906e-10
1418427093.750,1418.427093750,2.862481177732e-10
1418427679.688,1418.427679687,2.860686505171e-10
1418428265.625,1418.428265625,2.757866131748e-10
1418428851.562,1418.428851563,2.806828537381e-10
1418429437.500,1418.429437500,2.931046926812e-10
1418430023.438,1418.430023438,2.927972333140e-10
1418430609.375,1418.430609375,2.912548859739e-10
1418431195.312,1418.431195312,2.815534867973e-10
1418431781.250,1418.431781250,2.783412991065e-10
1418432367.188,1418.432367187,2.846705431171e-10
1418432953.125,1418.432953125,2.791520336147e-10
1418433539.062,1418.433539062,2.800400949949e-10
1418434125.000,1418.434125000,2.877140009413e-10
1418434710.938,1418.434710938,2.835760889961e-10
1418435296.875,1418.435296875,2.830869351483e-10
1418435882.812,1418.435882813,2.863331598268e-10
1418436468.750,1418.436468750,2.900904308281e-10
1418437054.688,1418.437054687,2.804839348647e-10
1418437640.625,1418.437640625,2.806661328745e-10
1418438226.562,1418.438226562,2.831284706001e-10
1418438812.500,1418.438812500,2.811657055496e-10
1418439398.438,1418.439398437,2.792984753819e-10
1418439984.375,1418.439984375,2.796803827960e-10
1418440570.312,1418.440570313,2.806035465959e-10
1418441156.250,1418.441156250,2.771889695632e-10
1418441742.188,1418.441742188,2.771278214200e-10
1418442328.125,1418.442328125,2.917594751609e-10
1418442914.062,1418.442914062,2.903978958695e-10
1418443500.000,1418.443500000,2.859576890803e-10
1418444085.938,1418.444085937,2.835921608608e-10
1418444671.875,1418.444671875,2.808760153363e-10
1418445257.812,1418.445257812,2.766978831778e-10
1418445843.750,1418.445843750,2.801883096466e-10
1418446429.688,1418.446429688,2.870194849742e-10
1418447015.625,1418.447015625,2.824730644968e-10
1418447601.562,1418.447601563,2.830564621589e-10
1418448187.500,1418.448187500,2.766896141934e-10
1418448773.438,1418.448773437,2.796123405591e-10
1418449359.375,1418.449359375,2.835478327461e-10
1418449945.312,1418.449945312,2.779261800526e-10
1418450531.250,1418.450531250,2.811680333089e-10
1418451117.188,1418.451117187,2.804475976836e-10
1418451703.125,1418.451703125,2.817329769930e-10
1418452289.062,1418.452289063,2.863780171328e-10
1418452875.000,1418.452875000,2.839533774222e-10
1418453460.938,1418.453460938,2.822825145159e-10
1418454046.875,1418.454046875,2.833403027491e-10
1418454632.812,1418.454632812,2.796893062224e-10
1418455218.750,1418.455218750,2.818445537956e-10
1418455804.688,1418.455804687,2.824272764898e-10
1418456390.625,1418.456390625,2.850133561677e-10
1418456976.562,1418.456976562,2.893960783905e-10
1418457562.500,1418.457562500,2.853891749852e-10
1418458148.438,1418.458148438,2.853930631111e-10
1418458734.375,1418.458734375,2.912139668338e-10
1418459320.312,1418.459320313,2.840900779140e-10
1418459906.250,1418.459906250,2.870455737126e-10
1418460492.188,1418.460492187,2.944727967739e-10
1418461078.125,1418.461078125,2.907500012329e-10
1418461664.062,1418.461664062,2.873360365799e-10
1418462250.000,1418.462250000,2.872511915111e-10
1418462835.938,1418.462835937,2.820627000994e-10
1418463421.875,1418.463421875,2.813500182624e-10
1418464007.812,1418.464007813,2.809159487910e-10
1418464593.750,1418.464593750,2.863424349373e-10
1418465179.688,1418.465179688,2.904959415747e-10
1418465765.625,1418.465765625,2.912644318625e-10
1418466351.562,1418.466351562,2.869074490943e-10
1418466937.500,1418.466937500,2.890138726874e-10
1418467523.438,1418.467523437,2.899039884315e-10
1418468109.375,1418.468109375,2.946834846156e-10
1418468695.312,1418.468695312,2.984708964373e-10
1418469281.250,1418.469281250,2.972529356660e-10
1418469867.188,1418.469867188,2.813516836417e-10
1418470453.125,1418.470453125,2.830955685661e-10
1418471039.062,1418.471039063,2.823306423646e-10
1418471625.000,1418.471625000,2.802263083763e-10
1418472210.938,1418.472210937,2.830329559520e-10
1418472796.875,1418.472796875,2.882606875486e-10
1418473382.812,1418.473382812,2.960775885808e-10
1418473968.750,1418.473968750,2.968630108463e-10
1418474554.688,1418.474554687,2.939329826371e-10
1418475140.625,1418.475140625,2.952311210611e-10
1418475726.562,1418.475726563,2.964700859631e-10
1418476312.500,1418.476312500,2.930696032840e-10
1418476898.438,1418.476898438,2.938523528157e-10
1418477484.375,1418.477484375,2.956254693272e-10
1418478070.312,1418.478070312,2.981502110807e-10
1418478656.250,1418.478656250,3.014900531141e-10
1418479242.188,1418.479242187,2.983609964471e-10
1418479828.125,1418.479828125,2.995932762760e-10
1418480414.062,1418.480414062,3.002778035671e-10
1418481000.000,1418.481000000,2.929480821798e-10
1418481585.938,1418.481585938,2.933954300550e-10
1418482171.875,1418.482171875,2.947685368068e-10
1418482757.812,1418.482757813,2.962472467233e-10
1418483343.750,1418.483343750,3.037155558060e-10
1418483929.688,1418.483929687,3.041747038882e-10
1418484515.625,1418.484515625,3.033368150685e-10
1418485101.562,1418.485101562,2.943852489901e-10
1418485687.500,1418.485687500,2.915870779055e-10
1418486273.438,1418.486273437,3.082620587161e-10
1418486859.375,1418.486859375,3.115350510305e-10
1418487445.312,1418.487445313,2.992471946878e-10
1418488031.250,1418.488031250,2.922732869539e-10
1418488617.188,1418.488617188,2.916543835026e-10
1418489203.125,1418.489203125,3.003334178614e-10
1418489789.062,1418.489789062,3.028090776526e-10
1418490375.000,1418.490375000,2.993402749135e-10
1418490960.938,1418.490960937,2.976790580548e-10
1418491546.875,1418.491546875,2.997870126022e-10
1418492132.812,1418.492132812,2.981515379587e-10
1418492718.750,1418.492718750,3.032549291106e-10
1418493304.688,1418.493304688,3.002430065381e-10
1418493890.625,1418.493890625,2.983761151131e-10
1418494476.562,1418.494476563,3.043974209676e-10
1418495062.500,1418.495062500,3.139992324819e-10
1418495648.438,1418.495648437,3.220909625654e-10
1418496234.375,1418.496234375,3.223974347595e-10
1418496820.312,1418.496820312,3.206640240229e-10
1418497406.250,1418.497406250,3.083915091679e-10
1418497992.188,1418.497992187,3.130381048197e-10
1418498578.125,1418.498578125,3.124637996256e-10
1418499164.062,1418.499164063,3.111683769674e-10
1418499750.000,1418.499750000,3.172312929886e-10
1418500335.938,1418.500335938,3.137824283194e-10
1418500921.875,1418.500921875,3.065207851256e-10
1418501507.812,1418.501507812,3.104926437358e-10
1418502093.750,1418.502093750,3.219757471564e-10
1418502679.688,1418.502679687,3.185698549381e-10
1418503265.625,1418.503265625,3.104015839200e-10
1418503851.562,1418.503851562,3.186855922408e-10
1418504437.500,1418.504437500,3.172132527441e-10
1418505023.438,1418.505023438,3.151857048868e-10
1418505609.375,1418.505609375,3.163532633698e-10
1418506195.312,1418.506195313,3.247427184472e-10
1418506781.250,1418.506781250,3.343191609009e-10
1418507367.188,1418.507367187,3.276531599586e-10
1418507953.125,1418.507953125,3.321707702024e-10
1418508539.062,1418.508539062,3.267953999169e-10
1418509125.000,1418.509125000,3.171128042268e-10
1418509710.938,1418.509710937,3.204803719685e-10
1418510296.875,1418.510296875,3.322799859137e-10
1418510882.812,1418.510882813,3.279667641833e-10
1418511468.750,1418.511468750,3.224251730606e-10
1418512054.688,1418.512054688,3.275234252275e-10
1418512640.625,1418.512640625,3.250119563580e-10
1418513226.562,1418.513226562,3.324217296908e-10
1418513812.500,1418.513812500,3.323460101369e-10
1418514398.438,1418.514398437,3.430530848239e-10
1418514984.375,1418.514984375,3.385972095645e-10
1418515570.312,1418.515570312,3.315957635660e-10
1418516156.250,1418.516156250,3.341843186626e-10
1418516742.188,1418.516742188,3.473771477009e-10
1418517328.125,1418.517328125,3.434825924828e-10
1418517914.062,1418.517914063,3.430500994011e-10
1418518500.000,1418.518500000,3.463791024580e-10
1418519085.938,1418.519085937,3.423609265051e-10
1418519671.875,1418.519671875,3.412358844652e-10
1418520257.812,1418.520257812,3.383846280873e-10
1418520843.750,1418.520843750,3.411007387414e-10
1418521429.688,1418.521429687,3.509901126757e-10
1418522015.625,1418.522015625,3.512529524923e-10
1418522601.562,1418.522601563,3.493240677511e-10
1418523187.500,1418.523187500,3.426477701616e-10
1418523773.438,1418.523773438,3.502854842854e-10
1418524359.375,1418.524359375,3.463380337237e-10
1418524945.312,1418.524945312,3.477151864179e-10
1418525531.250,1418.525531250,3.476013301036e-10
1418526117.188,1418.526117187,3.573581053557e-10
1418526703.125,1418.526703125,3.548773620155e-10
1418527289.062,1418.527289062,3.483612156769e-10
1418527875.000,1418.527875000,3.619009056199e-10
1418528460.938,1418.528460938,3.610928519200e-10
1418529046.875,1418.529046875,3.566789352538e-10
1418529632.812,1418.529632813,3.612833032950e-10
1418530218.750,1418.530218750,3.639052438758e-10
1418530804.688,1418.530804687,3.639633975690e-10
1418531390.625,1418.531390625,3.635143579057e-10
1418531976.562,1418.531976562,3.693115460727e-10
1418532562.500,1418.532562500,3.716469005091e-10
1418533148.438,1418.533148437,3.848731296418e-10
1418533734.375,1418.533734375,3.803054194446e-10
1418534320.312,1418.534320313,3.679024060698e-10
1418534906.250,1418.534906250,3.644579052469e-10
1418535492.188,1418.535492188,3.543784975561e-10
1418536078.125,1418.536078125,3.707058600397e-10
1418536664.062,1418.536664062,3.811159628573e-10
1418537250.000,1418.537250000,3.772010557999e-10
1418537835.938,1418.537835937,3.808772427793e-10
1418538421.875,1418.538421875,3.838136322715e-10
1418539007.812,1418.539007812,3.877770220594e-10
1418539593.750,1418.539593750,3.886717331576e-10
1418540179.688,1418.540179688,3.783096221017e-10
1418540765.625,1418.540765625,3.689840298036e-10
1418541351.562,1418.541351563,3.723763248340e-10
1418541937.500,1418.541937500,3.866591979620e-10
1418542523.438,1418.542523437,4.020949263484e-10
1418543109.375,1418.543109375,3.877414328056e-10
1418543695.312,1418.543695312,3.875773513748e-10
1418544281.250,1418.544281250,3.782061202381e-10
1418544867.188,1418.544867187,3.875680216696e-10
1418545453.125,1418.545453125,3.984954259449e-10
1418546039.062,1418.546039063,3.903496931535e-10
1418546625.000,1418.546625000,3.907134138396e-10
1418547210.938,1418.547210938,4.018300544609e-10
1418547796.875,1418.547796875,3.939384051088e-10
1418548382.812,1418.548382812,3.936270605338e-10
1418548968.750,1418.548968750,3.946982757247e-10
1418549554.688,1418.549554687,3.995246710395e-10
1418550140.625,1418.550140625,3.982587868622e-10
1418550726.562,1418.550726562,4.061547629725e-10
1418551312.500,1418.551312500,4.134651402713e-10
1418551898.438,1418.551898438,4.060687078258e-10
1418552484.375,1418.552484375,3.974390575296e-10
1418553070.312,1418.553070313,4.053175278880e-10
1418553656.250,1418.553656250,4.076552659347e-10
1418554242.188,1418.554242187,3.985602803901e-10
1418554828.125,1418.554828125,4.141499404118e-10
