# metadata_json,"{""task"":""take_21cm_data"",""timestamp_utc"":""2026-05-12T19:47:24.078072+00:00"",""target_name"":""galactic_plane"",""scan_index"":17,""scan_count"":20,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""center_freq_hz"":1420405800,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1419206000.000,1419.206000000,5.549297295981e-10
1419206585.938,1419.206585937,5.316987102652e-10
1419207171.875,1419.207171875,5.422800749819e-10
1419207757.812,1419.207757812,5.431746159536e-10
1419208343.750,1419.208343750,5.513962730664e-10
1419208929.688,1419.208929687,5.623899297137e-10
1419209515.625,1419.209515625,5.792717367037e-10
1419210101.562,1419.210101563,5.688756073479e-10
1419210687.500,1419.210687500,5.650964653134e-10
1419211273.438,1419.211273438,5.785126055627e-10
1419211859.375,1419.211859375,5.910358691719e-10
1419212445.312,1419.212445312,6.048822736642e-10
1419213031.250,1419.213031250,6.098651032864e-10
1419213617.188,1419.213617187,6.147719068499e-10
1419214203.125,1419.214203125,6.052057644480e-10
1419214789.062,1419.214789062,5.876820684761e-10
1419215375.000,1419.215375000,6.060361978342e-10
1419215960.938,1419.215960938,6.027137603711e-10
1419216546.875,1419.216546875,6.020581058491e-10
1419217132.812,1419.217132813,5.737855913835e-10
1419217718.750,1419.217718750,5.460648609904e-10
1419218304.688,1419.218304687,5.519630618333e-10
1419218890.625,1419.218890625,5.351714499913e-10
1419219476.562,1419.219476562,5.304798052048e-10
1419220062.500,1419.220062500,5.278163027491e-10
1419220648.438,1419.220648437,5.197539884050e-10
1419221234.375,1419.221234375,5.154094894067e-10
1419221820.312,1419.221820313,5.113424566684e-10
1419222406.250,1419.222406250,5.179870569530e-10
1419222992.188,1419.222992188,5.212254198711e-10
1419223578.125,1419.223578125,5.380665228098e-10
1419224164.062,1419.224164062,5.417607187046e-10
1419224750.000,1419.224750000,5.314401060299e-10
1419225335.938,1419.225335937,5.359394822036e-10
1419225921.875,1419.225921875,5.423781238984e-10
1419226507.812,1419.226507812,5.584762334683e-10
1419227093.750,1419.227093750,5.619311520042e-10
1419227679.688,1419.227679688,5.670362950079e-10
1419228265.625,1419.228265625,5.934099525460e-10
1419228851.562,1419.228851563,5.757435807303e-10
