# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-06-17T00:33:11.303867+00:00"",""center_freq_hz"":1422005800,""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""sky_data_dir"":""../data/commiss_21cm_data_061626"",""calibration_data_dir"":""../data/commiss_50ohm_data_061626"",""sky_scan_count"":5,""calibration_scan_count"":5,""sky_source_files"":[""../data/commiss_21cm_data_061626/2026-06-17T00-05-35.486288+00-00_galactic_plane_scan001_fc1422005800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-05-56.232834+00-00_galactic_plane_scan002_fc1422005800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-17.048994+00-00_galactic_plane_scan003_fc1422005800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-37.762266+00-00_galactic_plane_scan004_fc1422005800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-58.566700+00-00_galactic_plane_scan005_fc1422005800.csv""],""calibration_source_files"":[""../data/commiss_50ohm_data_061626/2026-06-17T00-02-26.440539+00-00_50ohm_termination_scan001_fc1422005800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-47.121383+00-00_50ohm_termination_scan002_fc1422005800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-07.869171+00-00_50ohm_termination_scan003_fc1422005800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-28.627227+00-00_50ohm_termination_scan004_fc1422005800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-49.381289+00-00_50ohm_termination_scan005_fc1422005800.csv""],""sky_observations"":[{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:35.486353+00:00"",""target_name"":""galactic_plane"",""scan_index"":1,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:56.232898+00:00"",""target_name"":""galactic_plane"",""scan_index"":2,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:17.049058+00:00"",""target_name"":""galactic_plane"",""scan_index"":3,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:37.762329+00:00"",""target_name"":""galactic_plane"",""scan_index"":4,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:58.566761+00:00"",""target_name"":""galactic_plane"",""scan_index"":5,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}],""calibration_observations"":[{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:26.440600+00:00"",""load_label"":""50ohm_termination"",""scan_index"":1,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:47.121443+00:00"",""load_label"":""50ohm_termination"",""scan_index"":2,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:07.869233+00:00"",""load_label"":""50ohm_termination"",""scan_index"":3,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:28.627288+00:00"",""load_label"":""50ohm_termination"",""scan_index"":4,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:49.381348+00:00"",""load_label"":""50ohm_termination"",""scan_index"":5,""scan_count"":5,""frequency_index"":5,""frequency_count"":5,""center_freq_hz"":1422005800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}]}"
frequency_hz,frequency_mhz,sky_psd_linear_per_hz,calibration_psd_linear_per_hz,sky_over_50ohm
1420806000.000,1420.806000000,6.682536336364e-10,2.974263829909e-10,2.246786673450e+00
1420806585.938,1420.806585938,6.514453027771e-10,2.968139321167e-10,2.194793546689e+00
1420807171.875,1420.807171875,6.253842666137e-10,2.980980359440e-10,2.097914750203e+00
1420807757.812,1420.807757812,6.263495993494e-10,2.975645576956e-10,2.104920035504e+00
1420808343.750,1420.808343750,6.164420925621e-10,2.981774189745e-10,2.067366786801e+00
1420808929.688,1420.808929688,5.847338792180e-10,2.952522015167e-10,1.980455611217e+00
1420809515.625,1420.809515625,5.673632067281e-10,2.934938868056e-10,1.933134665609e+00
1420810101.562,1420.810101562,5.879840598487e-10,2.950656746208e-10,1.992722673026e+00
1420810687.500,1420.810687500,5.497120637223e-10,2.929065389240e-10,1.876749033127e+00
1420811273.438,1420.811273438,5.229689860114e-10,2.888118188897e-10,1.810760335300e+00
1420811859.375,1420.811859375,5.276746310696e-10,2.924664644737e-10,1.804222689323e+00
1420812445.312,1420.812445312,5.702348459057e-10,2.908038050504e-10,1.960891969095e+00
1420813031.250,1420.813031250,5.771096620863e-10,2.915091097228e-10,1.979731139912e+00
1420813617.188,1420.813617188,6.100903084976e-10,2.936579288456e-10,2.077554353448e+00
1420814203.125,1420.814203125,5.935285187797e-10,2.957544406099e-10,2.006828764957e+00
1420814789.062,1420.814789062,5.539684747483e-10,2.950528578636e-10,1.877522823400e+00
1420815375.000,1420.815375000,5.599479168835e-10,2.925922304255e-10,1.913748413856e+00
1420815960.938,1420.815960938,5.811825324007e-10,2.893569613094e-10,2.008531364757e+00
1420816546.875,1420.816546875,6.052886665861e-10,2.941784153591e-10,2.057556350106e+00
1420817132.812,1420.817132812,5.932281315347e-10,2.963040148708e-10,2.002092789034e+00
1420817718.750,1420.817718750,6.262983506310e-10,2.925411680181e-10,2.140889622045e+00
1420818304.688,1420.818304688,6.605352096986e-10,2.908978476331e-10,2.270677542213e+00
1420818890.625,1420.818890625,6.470599851622e-10,2.878971652285e-10,2.247538577355e+00
1420819476.562,1420.819476562,6.348409499040e-10,2.888193433219e-10,2.198055513188e+00
1420820062.500,1420.820062500,6.189736175972e-10,2.880677415061e-10,2.148708544598e+00
1420820648.438,1420.820648438,6.004706662022e-10,2.865118128844e-10,2.095797238365e+00
1420821234.375,1420.821234375,5.812038645701e-10,2.871077159109e-10,2.024340804378e+00
1420821820.312,1420.821820312,5.824514017867e-10,2.869224579703e-10,2.029995859881e+00
1420822406.250,1420.822406250,6.016817308494e-10,2.881440523198e-10,2.088128233102e+00
1420822992.188,1420.822992188,5.744291420048e-10,2.869995522830e-10,2.001498390626e+00
1420823578.125,1420.823578125,5.657544443292e-10,2.870862559621e-10,1.970677566689e+00
1420824164.062,1420.824164062,5.548650078437e-10,2.877491868220e-10,1.928293921425e+00
1420824750.000,1420.824750000,5.361388670167e-10,2.878178162501e-10,1.862771644931e+00
1420825335.938,1420.825335938,5.074779671153e-10,2.870424069433e-10,1.767954681398e+00
1420825921.875,1420.825921875,4.982574594505e-10,2.889767232191e-10,1.724213126580e+00
1420826507.812,1420.826507812,5.296746326634e-10,2.877900153459e-10,1.840489955938e+00
1420827093.750,1420.827093750,5.223877892991e-10,2.875218170021e-10,1.816863133191e+00
1420827679.688,1420.827679688,5.194120847326e-10,2.907054073312e-10,1.786730042282e+00
1420828265.625,1420.828265625,5.031276920029e-10,2.921358077674e-10,1.722239036179e+00
1420828851.562,1420.828851562,5.062043444735e-10,2.922941631906e-10,1.731831860575e+00
1420829437.500,1420.829437500,5.290353415002e-10,2.911141843484e-10,1.817277789759e+00
1420830023.438,1420.830023438,5.334025804226e-10,2.892145795268e-10,1.844314284900e+00
1420830609.375,1420.830609375,5.520535107950e-10,2.873635454947e-10,1.921097924389e+00
1420831195.312,1420.831195312,5.818602623533e-10,2.851553332150e-10,2.040502822771e+00
1420831781.250,1420.831781250,5.746635958471e-10,2.826220850313e-10,2.033328696812e+00
1420832367.188,1420.832367188,5.687858103464e-10,2.861977959436e-10,1.987387109223e+00
1420832953.125,1420.832953125,5.743855985068e-10,2.848791963785e-10,2.016242694477e+00
1420833539.062,1420.833539062,5.880826121006e-10,2.843440486159e-10,2.068207915598e+00
1420834125.000,1420.834125000,5.987049575102e-10,2.856545801741e-10,2.095905331346e+00
1420834710.938,1420.834710938,5.978337586662e-10,2.838032325045e-10,2.106507925898e+00
1420835296.875,1420.835296875,5.880345847321e-10,2.852829335818e-10,2.061232956873e+00
1420835882.812,1420.835882812,5.899072257715e-10,2.845221852203e-10,2.073325935251e+00
1420836468.750,1420.836468750,5.709818350046e-10,2.856285404768e-10,1.999036349980e+00
1420837054.688,1420.837054688,5.583684908626e-10,2.835038139966e-10,1.969527263112e+00
1420837640.625,1420.837640625,5.649932494549e-10,2.844001196182e-10,1.986613965611e+00
1420838226.562,1420.838226562,5.402972814300e-10,2.845284763509e-10,1.898921641726e+00
1420838812.500,1420.838812500,5.217784823587e-10,2.820643883036e-10,1.849855933593e+00
1420839398.438,1420.839398438,5.190562183757e-10,2.832703262459e-10,1.832370602508e+00
1420839984.375,1420.839984375,5.226593830060e-10,2.820074599387e-10,1.853353039383e+00
1420840570.312,1420.840570312,5.092557760949e-10,2.817634817973e-10,1.807387433058e+00
1420841156.250,1420.841156250,5.118957887930e-10,2.866437976936e-10,1.785825449257e+00
1420841742.188,1420.841742188,5.041496911499e-10,2.883177582982e-10,1.748590493092e+00
1420842328.125,1420.842328125,4.986509663509e-10,2.843363979037e-10,1.753735962146e+00
