# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-06-17T00:33:11.265162+00:00"",""center_freq_hz"":1418805800,""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""sky_data_dir"":""../data/commiss_21cm_data_061626"",""calibration_data_dir"":""../data/commiss_50ohm_data_061626"",""sky_scan_count"":5,""calibration_scan_count"":5,""sky_source_files"":[""../data/commiss_21cm_data_061626/2026-06-17T00-05-18.883425+00-00_galactic_plane_scan001_fc1418805800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-05-39.647544+00-00_galactic_plane_scan002_fc1418805800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-00.387578+00-00_galactic_plane_scan003_fc1418805800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-21.204049+00-00_galactic_plane_scan004_fc1418805800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-41.924292+00-00_galactic_plane_scan005_fc1418805800.csv""],""calibration_source_files"":[""../data/commiss_50ohm_data_061626/2026-06-17T00-02-09.847759+00-00_50ohm_termination_scan001_fc1418805800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-30.587780+00-00_50ohm_termination_scan002_fc1418805800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-51.265382+00-00_50ohm_termination_scan003_fc1418805800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-12.018487+00-00_50ohm_termination_scan004_fc1418805800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-32.770135+00-00_50ohm_termination_scan005_fc1418805800.csv""],""sky_observations"":[{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:18.883784+00:00"",""target_name"":""galactic_plane"",""scan_index"":1,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:39.647608+00:00"",""target_name"":""galactic_plane"",""scan_index"":2,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:00.387642+00:00"",""target_name"":""galactic_plane"",""scan_index"":3,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:21.204110+00:00"",""target_name"":""galactic_plane"",""scan_index"":4,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:41.924353+00:00"",""target_name"":""galactic_plane"",""scan_index"":5,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}],""calibration_observations"":[{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:09.849245+00:00"",""load_label"":""50ohm_termination"",""scan_index"":1,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:30.587839+00:00"",""load_label"":""50ohm_termination"",""scan_index"":2,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:51.265449+00:00"",""load_label"":""50ohm_termination"",""scan_index"":3,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:12.018546+00:00"",""load_label"":""50ohm_termination"",""scan_index"":4,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:32.770195+00:00"",""load_label"":""50ohm_termination"",""scan_index"":5,""scan_count"":5,""frequency_index"":1,""frequency_count"":5,""center_freq_hz"":1418805800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}]}"
frequency_hz,frequency_mhz,sky_psd_linear_per_hz,calibration_psd_linear_per_hz,sky_over_50ohm
1417606000.000,1417.606000000,4.666890512372e-10,3.110740666281e-10,1.500250587572e+00
1417606585.938,1417.606585938,4.785218501966e-10,3.133695119603e-10,1.527021078736e+00
1417607171.875,1417.607171875,4.739974997560e-10,3.127804588089e-10,1.515431947255e+00
1417607757.812,1417.607757812,4.770322490402e-10,3.107242103314e-10,1.535227166662e+00
1417608343.750,1417.608343750,4.495168389564e-10,3.090911229020e-10,1.454318178846e+00
1417608929.688,1417.608929688,4.551658558301e-10,3.087974130076e-10,1.473995042241e+00
1417609515.625,1417.609515625,4.572275354862e-10,3.076904505304e-10,1.485998459484e+00
1417610101.562,1417.610101562,4.601155876951e-10,3.073578366241e-10,1.497002948579e+00
1417610687.500,1417.610687500,4.878665258981e-10,3.106277394372e-10,1.570582610497e+00
1417611273.438,1417.611273438,4.616747936875e-10,3.092690049967e-10,1.492793607599e+00
1417611859.375,1417.611859375,4.437012514332e-10,3.087039825766e-10,1.437303295311e+00
1417612445.312,1417.612445312,4.541581699898e-10,3.107591078660e-10,1.461447656703e+00
1417613031.250,1417.613031250,4.353139366694e-10,3.145166555438e-10,1.384072763704e+00
1417613617.188,1417.613617188,4.186488169267e-10,3.121819029105e-10,1.341041274410e+00
1417614203.125,1417.614203125,4.128701637856e-10,3.072276660268e-10,1.343857371717e+00
1417614789.062,1417.614789062,4.356932679871e-10,3.050412884029e-10,1.428309165189e+00
1417615375.000,1417.615375000,4.147098677257e-10,3.015448168747e-10,1.375284350843e+00
1417615960.938,1417.615960938,4.070321210884e-10,3.041386910364e-10,1.338310886068e+00
1417616546.875,1417.616546875,4.192309125243e-10,3.077807838514e-10,1.362108794702e+00
1417617132.812,1417.617132812,4.053542466536e-10,3.090928848650e-10,1.311431826814e+00
1417617718.750,1417.617718750,4.087402949163e-10,3.091836853298e-10,1.321998262878e+00
1417618304.688,1417.618304688,4.192159570314e-10,3.096116809642e-10,1.354005623192e+00
1417618890.625,1417.618890625,4.075581346820e-10,3.052968361713e-10,1.334956954658e+00
1417619476.562,1417.619476562,4.145856898407e-10,3.019427415563e-10,1.373060626342e+00
1417620062.500,1417.620062500,4.289829204988e-10,3.047260804314e-10,1.407765688751e+00
1417620648.438,1417.620648438,4.317234297703e-10,3.052714054707e-10,1.414228198362e+00
1417621234.375,1417.621234375,4.331942404487e-10,3.064584418300e-10,1.413549706322e+00
1417621820.312,1417.621820312,4.418698368414e-10,3.056077455318e-10,1.445872505857e+00
1417622406.250,1417.622406250,4.527566632869e-10,3.035642872379e-10,1.491468800255e+00
1417622992.188,1417.622992188,4.359517032231e-10,3.029916661007e-10,1.438824073393e+00
1417623578.125,1417.623578125,4.381547890556e-10,3.065597870712e-10,1.429263744086e+00
1417624164.062,1417.624164062,4.394701242581e-10,3.047507390237e-10,1.442064178962e+00
1417624750.000,1417.624750000,4.524997169002e-10,3.030021004971e-10,1.493388052947e+00
1417625335.938,1417.625335938,4.463102622067e-10,3.015766866142e-10,1.479922958294e+00
1417625921.875,1417.625921875,4.374908394000e-10,3.020333630004e-10,1.448485144336e+00
1417626507.812,1417.626507812,4.319924709484e-10,2.997207553446e-10,1.441316502929e+00
1417627093.750,1417.627093750,4.265275729547e-10,2.995674717421e-10,1.423811372023e+00
1417627679.688,1417.627679688,4.313819013285e-10,3.045407926012e-10,1.416499568560e+00
1417628265.625,1417.628265625,4.255863057366e-10,3.026048626844e-10,1.406409341745e+00
1417628851.562,1417.628851562,4.294285951892e-10,3.018831228668e-10,1.422499512762e+00
1417629437.500,1417.629437500,4.130833832710e-10,3.029879011501e-10,1.363365935415e+00
1417630023.438,1417.630023438,4.097563650347e-10,3.011173055339e-10,1.360786502483e+00
1417630609.375,1417.630609375,4.024050298128e-10,3.027650740285e-10,1.329099900654e+00
1417631195.312,1417.631195312,3.959934630462e-10,3.020926230630e-10,1.310834601094e+00
1417631781.250,1417.631781250,3.900852854462e-10,2.967989461751e-10,1.314308189006e+00
1417632367.188,1417.632367188,3.898752453887e-10,2.973050647440e-10,1.311364290832e+00
1417632953.125,1417.632953125,3.992453404695e-10,3.034188656404e-10,1.315822401573e+00
1417633539.062,1417.633539062,4.040027745926e-10,3.003940764313e-10,1.344909258505e+00
1417634125.000,1417.634125000,4.063252039648e-10,3.008024886083e-10,1.350803997150e+00
1417634710.938,1417.634710938,4.144609431889e-10,2.986091328027e-10,1.387971423710e+00
1417635296.875,1417.635296875,4.107325657406e-10,2.986584834378e-10,1.375258325204e+00
1417635882.812,1417.635882812,4.097017612324e-10,3.019526323111e-10,1.356841164446e+00
1417636468.750,1417.636468750,4.130103199130e-10,3.026995561945e-10,1.364423275360e+00
1417637054.688,1417.637054688,4.252759952410e-10,3.016423695764e-10,1.409868235149e+00
1417637640.625,1417.637640625,4.252702606993e-10,3.017894733397e-10,1.409162009507e+00
1417638226.562,1417.638226562,4.256316596493e-10,3.001720887890e-10,1.417958816113e+00
1417638812.500,1417.638812500,4.207042780045e-10,2.966413152745e-10,1.418225501108e+00
1417639398.438,1417.639398438,4.191137031428e-10,2.972905004189e-10,1.409778323062e+00
1417639984.375,1417.639984375,4.221038758107e-10,2.994616007651e-10,1.409542574849e+00
1417640570.312,1417.640570312,4.303707313160e-10,3.027264116572e-10,1.421649102105e+00
1417641156.250,1417.641156250,4.319102626034e-10,2.984166233147e-10,1.447339822447e+00
1417641742.188,1417.641742188,4.191576813131e-10,2.986515196457e-10,1.403500915751e+00
1417642328.125,1417.642328125,4.106062787304e-10,2.983073210017e-10,1.376453911193e+00
