# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-06-17T00:33:11.509171+00:00"",""product"":""stitched_sky_over_50ohm"",""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""stitch_method"":""mean ratio in uniform frequency bins"",""stitched_bin_width_hz"":5000.0,""center_freqs_hz"":[1418805800,1419605800,1420405800,1421205800,1422005800],""sky_data_dir"":""../data/commiss_21cm_data_061626"",""calibration_data_dir"":""../data/commiss_50ohm_data_061626"",""sky_scan_count"":25,""calibration_scan_count"":25}"
frequency_hz,frequency_mhz,sky_over_50ohm,n_points_averaged
1419933441.406,1419.933441406,1.709462794217e+00,26
1419938519.531,1419.938519531,1.596401747741e+00,26
1419943500.000,1419.943500000,1.554079006722e+00,25
1419948480.469,1419.948480469,1.691755583970e+00,26
1419953460.938,1419.953460938,1.618171600878e+00,25
1419958441.406,1419.958441406,1.578092076466e+00,26
1419963519.531,1419.963519531,1.723818720657e+00,26
1419968500.000,1419.968500000,1.604435242532e+00,25
1419973480.469,1419.973480469,1.530308480798e+00,26
1419978460.938,1419.978460938,1.655354140798e+00,25
1419983441.406,1419.983441406,1.587371748229e+00,26
1419988519.531,1419.988519531,1.557353414083e+00,26
1419993500.000,1419.993500000,1.678805989535e+00,25
1419998480.469,1419.998480469,1.572120307777e+00,26
1420003460.938,1420.003460938,1.584366073644e+00,25
1420008441.406,1420.008441406,1.928098207039e+00,26
1420013519.531,1420.013519531,1.781504785078e+00,26
1420018500.000,1420.018500000,1.689814447766e+00,25
1420023480.469,1420.023480469,1.842405462856e+00,26
1420028460.938,1420.028460938,1.762478861309e+00,25
1420033441.406,1420.033441406,1.666468385718e+00,26
1420038519.531,1420.038519531,1.837293865393e+00,26
1420043500.000,1420.043500000,1.704689782143e+00,25
1420048480.469,1420.048480469,1.648502343058e+00,26
1420053460.938,1420.053460938,1.850591351910e+00,25
1420058441.406,1420.058441406,1.779701145313e+00,26
1420063519.531,1420.063519531,1.614591265175e+00,26
1420068500.000,1420.068500000,1.778672686220e+00,25
1420073480.469,1420.073480469,1.643259263203e+00,26
1420078460.938,1420.078460938,1.593590168339e+00,25
1420083441.406,1420.083441406,1.758822650595e+00,26
1420088519.531,1420.088519531,1.622604050333e+00,26
1420093500.000,1420.093500000,1.589537942478e+00,25
1420098480.469,1420.098480469,1.744707275271e+00,26
1420103460.938,1420.103460938,1.686593671258e+00,25
1420108441.406,1420.108441406,1.577911472470e+00,26
1420113519.531,1420.113519531,1.808159113753e+00,26
1420118500.000,1420.118500000,1.676888366970e+00,25
1420123480.469,1420.123480469,1.614333201964e+00,26
1420128460.938,1420.128460938,1.811082017662e+00,25
1420133441.406,1420.133441406,1.640374046689e+00,26
1420138519.531,1420.138519531,1.585498740341e+00,26
1420143500.000,1420.143500000,1.784349124565e+00,25
1420148480.469,1420.148480469,1.655061174887e+00,26
1420153460.938,1420.153460938,1.549499120501e+00,25
1420158441.406,1420.158441406,1.746134008134e+00,26
1420163519.531,1420.163519531,1.610843396258e+00,26
1420168500.000,1420.168500000,1.574176947959e+00,25
1420173480.469,1420.173480469,1.743446527453e+00,26
1420178460.938,1420.178460938,1.632201517788e+00,25
1420183441.406,1420.183441406,1.573298764852e+00,26
1420188519.531,1420.188519531,1.814961335523e+00,26
1420193500.000,1420.193500000,1.692708800599e+00,25
1420198480.469,1420.198480469,1.649623110856e+00,26
1420203460.938,1420.203460938,1.792973777691e+00,25
1420208441.406,1420.208441406,1.718732722158e+00,26
1420213519.531,1420.213519531,1.626586587199e+00,26
1420218500.000,1420.218500000,1.816795272758e+00,25
1420223480.469,1420.223480469,1.659955350110e+00,26
1420228460.938,1420.228460938,1.622483186437e+00,25
1420233441.406,1420.233441406,1.768841786515e+00,26
1420238519.531,1420.238519531,1.627589805138e+00,26
1420243500.000,1420.243500000,1.587754099742e+00,25
1420248480.469,1420.248480469,1.719762868457e+00,26
1420253460.938,1420.253460938,1.619451029097e+00,25
1420258441.406,1420.258441406,1.629466677596e+00,26
1420263519.531,1420.263519531,1.774406898775e+00,26
1420268500.000,1420.268500000,1.636525535119e+00,25
1420273480.469,1420.273480469,1.617341483298e+00,26
1420278460.938,1420.278460938,1.842354821594e+00,25
1420283441.406,1420.283441406,1.682383415930e+00,26
1420288519.531,1420.288519531,1.633583654064e+00,26
1420293500.000,1420.293500000,1.833974572533e+00,25
1420298480.469,1420.298480469,1.692903635022e+00,26
1420303460.938,1420.303460938,1.635436643864e+00,25
1420308441.406,1420.308441406,1.811530332852e+00,26
1420313519.531,1420.313519531,1.670919114015e+00,26
1420318500.000,1420.318500000,1.640986588008e+00,25
1420323480.469,1420.323480469,1.850432842885e+00,26
1420328460.938,1420.328460938,1.709452625525e+00,25
1420333441.406,1420.333441406,1.620389680643e+00,26
1420338519.531,1420.338519531,1.767597564433e+00,26
1420343500.000,1420.343500000,1.669363347751e+00,25
1420348480.469,1420.348480469,1.623848851688e+00,26
1420353460.938,1420.353460938,1.803896763142e+00,25
1420358441.406,1420.358441406,1.683058605531e+00,26
1420363519.531,1420.363519531,1.625981784449e+00,26
1420368500.000,1420.368500000,1.850376639484e+00,25
1420373480.469,1420.373480469,1.737643784365e+00,26
1420378460.938,1420.378460938,1.643286523772e+00,25
1420383441.406,1420.383441406,1.878994384484e+00,26
1420388519.531,1420.388519531,1.719546885748e+00,26
1420393500.000,1420.393500000,1.688556606960e+00,25
1420398480.469,1420.398480469,1.838730594372e+00,26
1420403460.938,1420.403460938,1.733658671581e+00,25
1420408441.406,1420.408441406,1.666689194023e+00,26
1420413519.531,1420.413519531,1.895781504386e+00,26
1420418500.000,1420.418500000,1.707524918071e+00,25
1420423480.469,1420.423480469,1.663640323267e+00,26
1420428460.938,1420.428460938,1.815467958904e+00,25
1420433441.406,1420.433441406,1.714258285662e+00,26
1420438519.531,1420.438519531,1.660431075368e+00,26
1420443500.000,1420.443500000,1.830332695411e+00,25
1420448480.469,1420.448480469,1.691903939226e+00,26
1420453460.938,1420.453460938,1.647276223441e+00,25
1420458441.406,1420.458441406,1.985759349718e+00,26
1420463519.531,1420.463519531,1.781436707621e+00,26
1420468500.000,1420.468500000,1.699127170426e+00,25
1420473480.469,1420.473480469,1.874400654387e+00,26
1420478460.938,1420.478460938,1.729963736986e+00,25
1420483441.406,1420.483441406,1.659621679379e+00,26
1420488519.531,1420.488519531,1.877953190138e+00,26
1420493500.000,1420.493500000,1.758584007602e+00,25
1420498480.469,1420.498480469,1.714593430114e+00,26
1420503460.938,1420.503460938,1.992737374760e+00,25
1420508441.406,1420.508441406,1.901781017767e+00,26
1420513519.531,1420.513519531,1.652979525926e+00,26
1420518500.000,1420.518500000,1.850402841247e+00,25
1420523480.469,1420.523480469,1.699847332515e+00,26
1420528460.938,1420.528460938,1.646964891339e+00,25
1420533441.406,1420.533441406,1.871852967925e+00,26
1420538519.531,1420.538519531,1.746726940490e+00,26
1420543500.000,1420.543500000,1.734726422480e+00,25
1420548480.469,1420.548480469,1.967477762900e+00,26
1420553460.938,1420.553460938,1.860851516517e+00,25
1420558441.406,1420.558441406,1.687988154458e+00,26
1420563519.531,1420.563519531,1.897778094039e+00,26
1420568500.000,1420.568500000,1.742311873204e+00,25
1420573480.469,1420.573480469,1.700716544833e+00,26
1420578460.938,1420.578460938,1.886324617521e+00,25
1420583441.406,1420.583441406,1.781086340793e+00,26
1420588519.531,1420.588519531,1.682051480113e+00,26
1420593500.000,1420.593500000,1.939287169580e+00,25
1420598480.469,1420.598480469,1.804719636334e+00,26
1420603460.938,1420.603460938,1.711787023919e+00,25
1420608441.406,1420.608441406,1.848150756031e+00,26
1420613519.531,1420.613519531,1.680104996294e+00,26
1420618500.000,1420.618500000,1.677600119740e+00,25
1420623480.469,1420.623480469,1.895163596174e+00,26
1420628460.938,1420.628460938,1.767214343099e+00,25
1420633441.406,1420.633441406,1.713615335052e+00,26
1420638519.531,1420.638519531,1.899452450629e+00,26
1420643500.000,1420.643500000,1.830048234540e+00,25
1420648480.469,1420.648480469,1.727015531072e+00,26
1420653460.938,1420.653460938,1.884898613320e+00,25
1420658441.406,1420.658441406,1.746790884565e+00,26
1420663519.531,1420.663519531,1.702931144728e+00,26
1420668500.000,1420.668500000,1.930127640567e+00,25
1420673480.469,1420.673480469,1.780299489080e+00,26
1420678460.938,1420.678460938,1.718372157744e+00,25
1420683441.406,1420.683441406,1.945735954481e+00,26
1420688519.531,1420.688519531,1.782371900479e+00,26
1420693500.000,1420.693500000,1.701615796942e+00,25
1420698480.469,1420.698480469,1.857627754236e+00,26
1420703460.938,1420.703460938,1.743475188835e+00,25
1420708441.406,1420.708441406,1.656685955015e+00,26
1420713519.531,1420.713519531,1.889804343572e+00,26
1420718500.000,1420.718500000,1.726078657563e+00,25
1420723480.469,1420.723480469,1.716514359374e+00,26
1420728460.938,1420.728460938,1.966822743766e+00,25
1420733441.406,1420.733441406,1.801031471792e+00,26
1420738519.531,1420.738519531,1.749569843244e+00,26
1420743500.000,1420.743500000,1.914083069446e+00,25
1420748480.469,1420.748480469,1.782634438767e+00,26
1420753460.938,1420.753460938,1.709146112313e+00,25
1420758441.406,1420.758441406,1.915554212488e+00,26
1420763519.531,1420.763519531,1.729323817163e+00,26
1420768500.000,1420.768500000,1.690323978516e+00,25
1420773480.469,1420.773480469,1.869501402557e+00,26
1420778460.938,1420.778460938,1.778803842923e+00,25
1420783441.406,1420.783441406,1.658021023271e+00,26
1420788519.531,1420.788519531,1.877100761681e+00,26
1420793500.000,1420.793500000,1.738718135948e+00,25
1420798480.469,1420.798480469,1.651286770658e+00,26
1420803460.938,1420.803460938,1.865846645284e+00,25
1420808441.406,1420.808441406,1.795516952247e+00,26
1420813519.531,1420.813519531,1.719209333589e+00,26
1420818500.000,1420.818500000,1.899973505087e+00,25
1420823480.469,1420.823480469,1.738714641528e+00,26
1420828460.938,1420.828460938,1.678409751070e+00,25
1420833441.406,1420.833441406,1.897442610429e+00,26
1420838519.531,1420.838519531,1.771747338829e+00,26
1420843500.000,1420.843500000,1.699568871051e+00,25
1420848480.469,1420.848480469,1.855696681700e+00,26
1420853460.938,1420.853460938,1.756145881721e+00,25
1420858441.406,1420.858441406,1.638345972973e+00,26
1420863519.531,1420.863519531,1.839742904975e+00,26
1420868500.000,1420.868500000,1.737220685730e+00,25
1420873480.469,1420.873480469,1.644067500743e+00,26
1420878460.938,1420.878460938,1.810578700637e+00,25
1420883441.406,1420.883441406,1.660633384435e+00,26
1420888519.531,1420.888519531,1.593054749018e+00,26
1420893500.000,1420.893500000,1.779562386425e+00,25
1420898480.469,1420.898480469,1.680332321331e+00,26
1420903460.938,1420.903460938,1.605519409975e+00,25
1420908441.406,1420.908441406,1.815581384252e+00,26
1420913519.531,1420.913519531,1.721240156277e+00,26
1420918500.000,1420.918500000,1.634778281712e+00,25
1420923480.469,1420.923480469,1.920019795007e+00,26
1420928460.938,1420.928460938,1.737459647684e+00,25
1420933441.406,1420.933441406,1.651831462678e+00,26
1420938519.531,1420.938519531,1.825701838445e+00,26
1420943500.000,1420.943500000,1.675650207045e+00,25
1420948480.469,1420.948480469,1.675313526861e+00,26
1420953460.938,1420.953460938,1.789975975492e+00,25
1420958441.406,1420.958441406,1.733093178033e+00,26
1420963519.531,1420.963519531,1.686262936260e+00,26
1420968500.000,1420.968500000,1.846442204181e+00,25
1420973480.469,1420.973480469,1.691045798197e+00,26
1420978460.938,1420.978460938,1.611063644228e+00,25
1420983441.406,1420.983441406,1.806261602693e+00,26
1420988519.531,1420.988519531,1.694976609885e+00,26
1420993500.000,1420.993500000,1.673676302377e+00,25
1420998480.469,1420.998480469,1.860468554444e+00,26
1421003460.938,1421.003460938,1.737373327890e+00,25
1421008441.406,1421.008441406,1.686686543038e+00,26
1421013519.531,1421.013519531,1.876542782179e+00,26
1421018500.000,1421.018500000,1.781197302581e+00,25
1421023480.469,1421.023480469,1.661140126821e+00,26
1421028460.938,1421.028460938,1.867611061409e+00,25
1421033441.406,1421.033441406,1.742048261729e+00,26
1421038519.531,1421.038519531,1.653015445386e+00,26
1421043500.000,1421.043500000,1.843878167892e+00,25
1421048480.469,1421.048480469,1.783790660925e+00,26
1421053460.938,1421.053460938,1.623081988472e+00,25
1421058441.406,1421.058441406,1.803163980271e+00,26
1421063519.531,1421.063519531,1.670584452739e+00,26
1421068500.000,1421.068500000,1.603582733057e+00,25
1421073480.469,1421.073480469,1.825366406363e+00,26
1421078460.938,1421.078460938,1.701109325755e+00,25
1421083441.406,1421.083441406,1.682972567198e+00,26
1421088519.531,1421.088519531,1.836361394795e+00,26
1421093500.000,1421.093500000,1.750026148724e+00,25
1421098480.469,1421.098480469,1.686423729421e+00,26
1421103460.938,1421.103460938,1.892477048152e+00,25
1421108441.406,1421.108441406,1.781635400015e+00,26
1421113519.531,1421.113519531,1.702488317969e+00,26
1421118500.000,1421.118500000,1.877646608354e+00,25
1421123480.469,1421.123480469,1.751663652155e+00,26
1421128460.938,1421.128460938,1.726367464092e+00,25
1421133441.406,1421.133441406,1.960233118497e+00,26
1421138519.531,1421.138519531,1.695619551495e+00,26
1421143500.000,1421.143500000,1.658772950800e+00,25
1421148480.469,1421.148480469,1.893452766456e+00,26
1421153460.938,1421.153460938,1.757437656867e+00,25
1421158441.406,1421.158441406,1.659291922183e+00,26
1421163519.531,1421.163519531,1.831010234803e+00,26
1421168500.000,1421.168500000,1.712258277933e+00,25
1421173480.469,1421.173480469,1.663620395043e+00,26
1421178460.938,1421.178460938,1.963712748477e+00,25
1421183441.406,1421.183441406,1.775816085796e+00,26
1421188519.531,1421.188519531,1.687982624468e+00,26
1421193500.000,1421.193500000,1.906988881835e+00,25
1421198480.469,1421.198480469,1.827048585061e+00,26
1421203460.938,1421.203460938,1.709212398842e+00,25
1421208441.406,1421.208441406,1.869844846026e+00,26
1421213519.531,1421.213519531,1.741035815642e+00,26
1421218500.000,1421.218500000,1.720112165154e+00,25
1421223480.469,1421.223480469,1.895836150532e+00,26
1421228460.938,1421.228460938,1.760135022524e+00,25
1421233441.406,1421.233441406,1.685998293449e+00,26
1421238519.531,1421.238519531,1.873911229105e+00,26
1421243500.000,1421.243500000,1.720542544800e+00,25
1421248480.469,1421.248480469,1.703339832519e+00,26
1421253460.938,1421.253460938,1.854960796796e+00,25
1421258441.406,1421.258441406,1.736170306345e+00,26
1421263519.531,1421.263519531,1.706264172508e+00,26
1421268500.000,1421.268500000,1.969359326129e+00,25
1421273480.469,1421.273480469,1.774221650502e+00,26
1421278460.938,1421.278460938,1.714389673515e+00,25
1421283441.406,1421.283441406,1.962461063969e+00,26
1421288519.531,1421.288519531,1.787627749726e+00,26
1421293500.000,1421.293500000,1.687335819229e+00,25
1421298480.469,1421.298480469,1.931377903833e+00,26
1421303460.938,1421.303460938,1.784266675739e+00,25
1421308441.406,1421.308441406,1.788860019728e+00,26
1421313519.531,1421.313519531,1.974704100400e+00,26
1421318500.000,1421.318500000,1.807308692114e+00,25
1421323480.469,1421.323480469,1.681296258064e+00,26
1421328460.938,1421.328460938,1.865216481172e+00,25
1421333441.406,1421.333441406,1.723786605520e+00,26
1421338519.531,1421.338519531,1.661896474895e+00,26
1421343500.000,1421.343500000,1.875199493469e+00,25
1421348480.469,1421.348480469,1.770616784657e+00,26
1421353460.938,1421.353460938,1.759805044750e+00,25
1421358441.406,1421.358441406,1.989088133021e+00,26
1421363519.531,1421.363519531,1.848273221039e+00,26
1421368500.000,1421.368500000,1.728389100430e+00,25
1421373480.469,1421.373480469,1.922491828597e+00,26
1421378460.938,1421.378460938,1.785062147461e+00,25
1421383441.406,1421.383441406,1.734995936768e+00,26
1421388519.531,1421.388519531,1.964648818329e+00,26
1421393500.000,1421.393500000,1.836759705643e+00,25
1421398480.469,1421.398480469,1.770889337713e+00,26
1421403460.938,1421.403460938,2.056082056828e+00,25
1421408441.406,1421.408441406,1.875290760430e+00,26
1421413519.531,1421.413519531,1.752226288708e+00,26
1421418500.000,1421.418500000,1.918946564294e+00,25
1421423480.469,1421.423480469,1.778100960022e+00,26
1421428460.938,1421.428460938,1.692051559403e+00,25
1421433441.406,1421.433441406,1.907262253382e+00,26
1421438519.531,1421.438519531,1.745153964355e+00,26
1421443500.000,1421.443500000,1.711626615189e+00,25
1421448480.469,1421.448480469,1.957631119121e+00,26
1421453460.938,1421.453460938,1.812041812471e+00,25
1421458441.406,1421.458441406,1.742495554594e+00,26
1421463519.531,1421.463519531,1.996164896638e+00,26
1421468500.000,1421.468500000,1.842378549427e+00,25
1421473480.469,1421.473480469,1.802636028369e+00,26
1421478460.938,1421.478460938,1.977153502427e+00,25
1421483441.406,1421.483441406,1.845440546192e+00,26
1421488519.531,1421.488519531,1.762201210615e+00,26
1421493500.000,1421.493500000,1.949897316000e+00,25
1421498480.469,1421.498480469,1.813037921412e+00,26
1421503460.938,1421.503460938,1.768382440907e+00,25
1421508441.406,1421.508441406,2.022914790255e+00,26
1421513519.531,1421.513519531,1.794511911739e+00,26
1421518500.000,1421.518500000,1.705402642053e+00,25
1421523480.469,1421.523480469,1.912417594348e+00,26
1421528460.938,1421.528460938,1.791506045582e+00,25
1421533441.406,1421.533441406,1.736584141297e+00,26
1421538519.531,1421.538519531,1.963318765962e+00,26
1421543500.000,1421.543500000,1.777742101106e+00,25
1421548480.469,1421.548480469,1.759954157504e+00,26
1421553460.938,1421.553460938,2.071807148967e+00,25
1421558441.406,1421.558441406,1.856347926162e+00,26
1421563519.531,1421.563519531,1.769338654379e+00,26
1421568500.000,1421.568500000,1.971008446964e+00,25
1421573480.469,1421.573480469,1.794717421279e+00,26
1421578460.938,1421.578460938,1.728320325238e+00,25
1421583441.406,1421.583441406,1.965675397405e+00,26
1421588519.531,1421.588519531,1.815050701881e+00,26
1421593500.000,1421.593500000,1.759691048212e+00,25
1421598480.469,1421.598480469,2.001741457045e+00,26
1421603460.938,1421.603460938,1.861004492825e+00,25
1421608493.107,1421.608493107,1.758662474554e+00,17
1421613467.831,1421.613467831,1.939360059196e+00,17
1421618454.044,1421.618454044,1.861880981039e+00,17
1421623428.768,1421.623428768,1.793158344100e+00,17
1421628414.982,1421.628414982,1.971321143106e+00,17
1421633389.706,1421.633389706,1.889707590413e+00,17
1421638519.531,1421.638519531,1.801612654254e+00,18
1421643500.000,1421.643500000,2.112704567528e+00,16
1421648480.469,1421.648480469,1.924125354577e+00,18
1421653460.938,1421.653460938,1.842097997833e+00,16
1421658441.406,1421.658441406,2.047805844930e+00,18
1421663571.232,1421.663571232,1.833003344452e+00,17
1421668545.956,1421.668545956,1.811566321701e+00,17
1421673532.169,1421.673532169,2.094562657375e+00,17
1421678506.893,1421.678506893,1.945103032853e+00,17
1421683493.107,1421.683493107,1.763952086267e+00,17
1421688467.831,1421.688467831,2.058425994973e+00,17
1421693454.044,1421.693454044,1.832032638847e+00,17
1421698428.768,1421.698428768,1.771442570937e+00,17
1421703414.982,1421.703414982,1.980611142803e+00,17
1421708389.706,1421.708389706,1.840323541844e+00,17
1421713519.531,1421.713519531,1.782709014191e+00,18
1421718500.000,1421.718500000,1.989563973959e+00,16
1421723480.469,1421.723480469,1.907994048860e+00,18
1421728460.938,1421.728460937,1.822316268316e+00,16
1421733441.406,1421.733441406,2.090608527856e+00,18
1421738571.232,1421.738571232,1.965375869348e+00,17
1421743545.956,1421.743545956,1.827673547582e+00,17
1421748532.169,1421.748532169,2.066615485852e+00,17
1421753506.893,1421.753506893,1.938032796116e+00,17
1421758493.107,1421.758493107,1.862354293142e+00,17
1421763467.831,1421.763467831,2.095888230714e+00,17
1421768454.044,1421.768454044,1.868344209263e+00,17
1421773428.768,1421.773428768,1.925620124421e+00,17
1421778414.982,1421.778414982,2.109413109377e+00,17
1421783389.706,1421.783389706,1.913690295840e+00,17
1421788519.531,1421.788519531,1.756689201644e+00,18
1421793500.000,1421.793500000,2.015711485991e+00,16
1421798480.469,1421.798480469,1.885789859056e+00,18
1421803460.938,1421.803460937,1.818925560945e+00,16
1421808441.406,1421.808441406,2.118403956557e+00,18
1421813571.232,1421.813571232,1.895960951271e+00,17
1421818545.956,1421.818545956,1.920544534662e+00,17
1421823532.169,1421.823532169,2.062978521950e+00,17
1421828506.893,1421.828506893,1.882025758047e+00,17
1421833493.107,1421.833493107,1.863026732133e+00,17
1421838467.831,1421.838467831,2.087145362299e+00,17
1421843454.044,1421.843454044,1.950172426543e+00,17
1421848428.768,1421.848428768,1.824529007291e+00,17
1421853414.982,1421.853414982,2.072136714147e+00,17
1421858389.706,1421.858389706,1.970885898023e+00,17
1421863519.531,1421.863519531,1.764877647605e+00,18
1421868500.000,1421.868500000,1.956715377699e+00,16
1421873480.469,1421.873480469,1.902927644871e+00,18
1421878460.938,1421.878460937,1.809610851514e+00,16
1421883441.406,1421.883441406,2.054841818209e+00,18
1421888571.232,1421.888571232,1.849785911331e+00,17
1421893545.956,1421.893545956,1.809470779361e+00,17
1421898532.169,1421.898532169,2.100535152223e+00,17
1421903506.893,1421.903506893,1.903016760972e+00,17
1421908493.107,1421.908493107,1.844314964203e+00,17
1421913467.831,1421.913467831,2.040332085153e+00,17
1421918454.044,1421.918454044,1.921280011206e+00,17
1421923428.768,1421.923428768,1.889310445643e+00,17
1421928414.982,1421.928414982,2.114820802101e+00,17
1421933389.706,1421.933389706,1.943630777436e+00,17
1421938519.531,1421.938519531,1.852436514422e+00,18
1421943500.000,1421.943500000,2.069280671309e+00,16
1421948480.469,1421.948480469,1.921035881207e+00,18
1421953460.938,1421.953460938,1.878890783238e+00,16
1421958441.406,1421.958441406,2.064839618176e+00,18
1421963571.232,1421.963571232,1.912911466495e+00,17
1421968545.956,1421.968545956,1.830873926995e+00,17
1421973532.169,1421.973532169,2.073821483292e+00,17
1421978506.893,1421.978506893,1.914830605576e+00,17
1421983493.107,1421.983493107,1.822696700828e+00,17
1421988467.831,1421.988467831,2.047602084364e+00,17
1421993454.044,1421.993454044,1.898488300491e+00,17
1421998428.768,1421.998428768,1.881505851850e+00,17
1422003414.982,1422.003414982,2.115561572251e+00,17
1422008389.706,1422.008389706,1.955924114406e+00,17
1422013519.531,1422.013519531,1.904782656970e+00,18
1422018500.000,1422.018500000,2.168752459821e+00,16
1422023480.469,1422.023480469,1.999840836145e+00,18
1422028460.938,1422.028460938,1.903847387760e+00,16
1422033441.406,1422.033441406,2.097286009762e+00,18
1422038571.232,1422.038571232,1.982201120494e+00,17
1422043545.956,1422.043545956,1.963561847530e+00,17
1422048532.169,1422.048532169,2.255915086136e+00,17
1422053506.893,1422.053506893,2.035844927333e+00,17
1422058493.107,1422.058493107,1.863504847535e+00,17
1422063467.831,1422.063467831,2.084657886045e+00,17
1422068454.044,1422.068454044,1.950539834584e+00,17
1422073428.768,1422.073428768,1.901417001970e+00,17
1422078414.982,1422.078414982,2.173705109432e+00,17
1422083389.706,1422.083389706,1.943621878566e+00,17
1422088519.531,1422.088519531,1.963081600992e+00,18
1422093500.000,1422.093500000,2.165254290814e+00,16
1422098480.469,1422.098480469,2.021400470676e+00,18
1422103460.938,1422.103460937,1.966216893887e+00,16
1422108441.406,1422.108441406,2.180902610245e+00,18
1422113571.232,1422.113571232,2.009622849582e+00,17
1422118545.956,1422.118545956,1.979270731160e+00,17
1422123532.169,1422.123532169,2.265793242235e+00,17
1422128506.893,1422.128506893,2.042885386877e+00,17
1422133493.107,1422.133493107,1.929657418035e+00,17
1422138467.831,1422.138467831,2.214480863032e+00,17
1422143454.044,1422.143454044,2.038165779524e+00,17
1422148428.768,1422.148428768,1.891279701858e+00,17
1422153414.982,1422.153414982,2.136400681231e+00,17
1422158389.706,1422.158389706,2.007657595840e+00,17
1422163519.531,1422.163519531,1.905067606552e+00,18
1422168500.000,1422.168500000,2.105286519883e+00,16
1422173480.469,1422.173480469,1.992970650950e+00,18
1422178460.938,1422.178460937,2.002069141579e+00,16
1422183441.406,1422.183441406,2.207967274068e+00,18
1422188571.232,1422.188571232,2.105770276940e+00,17
1422193545.956,1422.193545956,1.976337538977e+00,17
1422198532.169,1422.198532169,2.267631143356e+00,17
1422203506.893,1422.203506893,2.049517655773e+00,17
1422208493.107,1422.208493107,1.981063914572e+00,17
1422213467.831,1422.213467831,2.241333219666e+00,17
1422218454.044,1422.218454044,2.055344864870e+00,17
1422223428.768,1422.223428768,2.048059455646e+00,17
1422228414.982,1422.228414982,2.282877757498e+00,17
1422233389.706,1422.233389706,2.074629987062e+00,17
1422238519.531,1422.238519531,1.928963302947e+00,18
1422243500.000,1422.243500000,2.181983467281e+00,16
1422248480.469,1422.248480469,2.021312440898e+00,18
1422253460.938,1422.253460937,1.965094824700e+00,16
1422258441.406,1422.258441406,2.250530700024e+00,18
1422263571.232,1422.263571232,2.071333403276e+00,17
1422268545.956,1422.268545956,1.974120602795e+00,17
1422273532.169,1422.273532169,2.217117734357e+00,17
1422278506.893,1422.278506893,2.023195317683e+00,17
1422283493.107,1422.283493107,1.960749813696e+00,17
1422288467.831,1422.288467831,2.234822480309e+00,17
1422293454.044,1422.293454044,2.025506936106e+00,17
1422298428.768,1422.298428768,1.964932387589e+00,17
1422303414.982,1422.303414982,2.202727558003e+00,17
1422308389.706,1422.308389706,2.115623951953e+00,17
1422313519.531,1422.313519531,2.034945185057e+00,18
1422318500.000,1422.318500000,2.250569058468e+00,16
1422323480.469,1422.323480469,2.005524056254e+00,18
1422328460.938,1422.328460938,1.893922825490e+00,16
1422333441.406,1422.333441406,2.118754394508e+00,18
1422338571.232,1422.338571232,1.925918783701e+00,17
1422343545.956,1422.343545956,1.866280864489e+00,17
1422348532.169,1422.348532169,2.131713213989e+00,17
1422353506.893,1422.353506893,2.018777355605e+00,17
1422358493.107,1422.358493107,1.897194585798e+00,17
1422363467.831,1422.363467831,2.211833634165e+00,17
1422368454.044,1422.368454044,1.930575806651e+00,17
1422373428.768,1422.373428768,1.942573197462e+00,17
1422378414.982,1422.378414982,2.189560013934e+00,17
1422383389.706,1422.383389706,2.028541101120e+00,17
1422388519.531,1422.388519531,1.924376971738e+00,18
1422393500.000,1422.393500000,2.135943410651e+00,16
1422398480.469,1422.398480469,1.958826731238e+00,18
1422403460.938,1422.403460938,1.922745742562e+00,16
1422408539.062,1422.408539062,2.313973172610e+00,9
1422413519.531,1422.413519531,2.095641611754e+00,8
1422418500.000,1422.418500000,2.002518645052e+00,9
1422423480.469,1422.423480469,2.213045274617e+00,8
1422428460.938,1422.428460938,2.064434572946e+00,9
1422433441.406,1422.433441406,1.994698944730e+00,8
1422438421.875,1422.438421875,2.251386444967e+00,9
1422443402.344,1422.443402344,2.118071527065e+00,8
1422448382.812,1422.448382812,2.061495884254e+00,9
1422453363.281,1422.453363281,2.354277756038e+00,8
1422458343.750,1422.458343750,2.185065849712e+00,9
1422463617.188,1422.463617188,2.071103233812e+00,9
1422468597.656,1422.468597656,2.297479893256e+00,8
1422473578.125,1422.473578125,2.155438373363e+00,9
1422478558.594,1422.478558594,2.063444272565e+00,8
1422483539.062,1422.483539062,2.329840208574e+00,9
1422488519.531,1422.488519531,2.207566471998e+00,8
1422493500.000,1422.493500000,2.058042808068e+00,9
1422498480.469,1422.498480469,2.456836358935e+00,8
1422503460.938,1422.503460938,2.135520202952e+00,9
1422508441.406,1422.508441406,2.050503239921e+00,8
1422513421.875,1422.513421875,2.258121466022e+00,9
1422518402.344,1422.518402344,2.062201366470e+00,8
1422523382.812,1422.523382812,1.989325360194e+00,9
1422528363.281,1422.528363281,2.315146711637e+00,8
1422533343.750,1422.533343750,2.125950153682e+00,9
1422538617.188,1422.538617188,2.046760047314e+00,9
1422543597.656,1422.543597656,2.274822938764e+00,8
1422548578.125,1422.548578125,2.148682343674e+00,9
1422553558.594,1422.553558594,2.041592423776e+00,8
1422558539.062,1422.558539062,2.267405402325e+00,9
