# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-06-17T00:33:11.279566+00:00"",""center_freq_hz"":1419605800,""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""sky_data_dir"":""../data/commiss_21cm_data_061626"",""calibration_data_dir"":""../data/commiss_50ohm_data_061626"",""sky_scan_count"":5,""calibration_scan_count"":5,""sky_source_files"":[""../data/commiss_21cm_data_061626/2026-06-17T00-05-23.036937+00-00_galactic_plane_scan001_fc1419605800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-05-43.780254+00-00_galactic_plane_scan002_fc1419605800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-04.548974+00-00_galactic_plane_scan003_fc1419605800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-25.366459+00-00_galactic_plane_scan004_fc1419605800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-46.066938+00-00_galactic_plane_scan005_fc1419605800.csv""],""calibration_source_files"":[""../data/commiss_50ohm_data_061626/2026-06-17T00-02-13.997802+00-00_50ohm_termination_scan001_fc1419605800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-34.736866+00-00_50ohm_termination_scan002_fc1419605800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-55.413740+00-00_50ohm_termination_scan003_fc1419605800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-16.167557+00-00_50ohm_termination_scan004_fc1419605800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-36.917887+00-00_50ohm_termination_scan005_fc1419605800.csv""],""sky_observations"":[{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:23.037000+00:00"",""target_name"":""galactic_plane"",""scan_index"":1,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:43.780312+00:00"",""target_name"":""galactic_plane"",""scan_index"":2,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:04.549037+00:00"",""target_name"":""galactic_plane"",""scan_index"":3,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:25.366521+00:00"",""target_name"":""galactic_plane"",""scan_index"":4,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:46.067000+00:00"",""target_name"":""galactic_plane"",""scan_index"":5,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}],""calibration_observations"":[{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:13.997862+00:00"",""load_label"":""50ohm_termination"",""scan_index"":1,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:34.736925+00:00"",""load_label"":""50ohm_termination"",""scan_index"":2,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:55.413801+00:00"",""load_label"":""50ohm_termination"",""scan_index"":3,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:16.167619+00:00"",""load_label"":""50ohm_termination"",""scan_index"":4,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:36.917946+00:00"",""load_label"":""50ohm_termination"",""scan_index"":5,""scan_count"":5,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}]}"
frequency_hz,frequency_mhz,sky_psd_linear_per_hz,calibration_psd_linear_per_hz,sky_over_50ohm
1418442914.062,1418.442914062,5.061089196249e-10,2.950594519717e-10,1.715277772811e+00
1418443500.000,1418.443500000,5.093905898259e-10,2.958483194061e-10,1.721796462621e+00
1418444085.938,1418.444085938,5.179561637014e-10,2.950256014432e-10,1.755631244095e+00
1418444671.875,1418.444671875,5.234610975696e-10,2.928770890433e-10,1.787306406519e+00
1418445257.812,1418.445257812,5.366823654483e-10,2.927476723188e-10,1.833259206460e+00
1418445843.750,1418.445843750,5.407164552547e-10,2.942125507947e-10,1.837842926123e+00
1418446429.688,1418.446429688,5.478997096002e-10,2.942533934117e-10,1.861999629801e+00
1418447015.625,1418.447015625,5.389419940341e-10,2.913751928828e-10,1.849649548755e+00
1418447601.562,1418.447601562,5.473004565640e-10,2.922385576281e-10,1.872786606278e+00
1418448187.500,1418.448187500,5.458198498983e-10,2.949343096403e-10,1.850648880301e+00
1418448773.438,1418.448773438,5.597107140332e-10,2.914133033894e-10,1.920676604408e+00
1418449359.375,1418.449359375,5.545752341109e-10,2.924924301371e-10,1.896032775450e+00
1418449945.312,1418.449945312,5.515316442922e-10,2.910880467598e-10,1.894724467155e+00
1418450531.250,1418.450531250,5.555383770555e-10,2.928333579212e-10,1.897114389560e+00
1418451117.188,1418.451117188,5.471123343327e-10,2.952162388219e-10,1.853259619173e+00
1418451703.125,1418.451703125,5.440066803746e-10,2.971840921672e-10,1.830537685942e+00
1418452289.062,1418.452289062,5.285228554034e-10,2.961903517297e-10,1.784402673203e+00
1418452875.000,1418.452875000,5.305415895265e-10,2.964713051010e-10,1.789520875708e+00
1418453460.938,1418.453460938,5.102953117077e-10,2.985311403424e-10,1.709353708034e+00
1418454046.875,1418.454046875,5.010827293661e-10,2.988380704630e-10,1.676770060086e+00
1418454632.812,1418.454632812,4.921112146722e-10,2.969903858435e-10,1.656993755116e+00
1418455218.750,1418.455218750,4.925055512018e-10,2.999236917908e-10,1.642102857101e+00
1418455804.688,1418.455804688,4.920366927283e-10,2.950315254101e-10,1.667742767639e+00
1418456390.625,1418.456390625,4.863036526062e-10,2.951867820502e-10,1.647443863267e+00
1418456976.562,1418.456976562,4.838775855157e-10,2.964260710944e-10,1.632371888644e+00
1418457562.500,1418.457562500,4.921359650724e-10,2.951435035852e-10,1.667446374710e+00
1418458148.438,1418.458148438,4.999295811755e-10,2.965154983510e-10,1.686015010871e+00
1418458734.375,1418.458734375,5.132145377754e-10,2.968864698830e-10,1.728655866257e+00
1418459320.312,1418.459320312,5.163322248462e-10,2.991521519724e-10,1.725985327005e+00
1418459906.250,1418.459906250,5.170638320727e-10,2.997277352507e-10,1.725111730618e+00
1418460492.188,1418.460492188,5.187568090499e-10,2.956273217997e-10,1.754766122061e+00
1418461078.125,1418.461078125,5.360965483048e-10,2.956424378224e-10,1.813327451409e+00
1418461664.062,1418.461664062,5.510284641287e-10,2.969088633360e-10,1.855884185933e+00
1418462250.000,1418.462250000,5.450539221834e-10,2.972114098120e-10,1.833892993974e+00
1418462835.938,1418.462835938,5.627961375690e-10,2.948955276561e-10,1.908459385743e+00
1418463421.875,1418.463421875,5.713450439741e-10,2.949634033382e-10,1.937003158724e+00
1418464007.812,1418.464007812,5.840167539665e-10,2.979944491009e-10,1.959824270984e+00
1418464593.750,1418.464593750,5.614738757883e-10,2.978267741353e-10,1.885236400987e+00
1418465179.688,1418.465179688,5.583415798434e-10,2.946984730541e-10,1.894619860283e+00
1418465765.625,1418.465765625,5.549275198852e-10,2.964285114215e-10,1.872045024361e+00
1418466351.562,1418.466351562,5.574982760616e-10,2.987484219175e-10,1.866112873445e+00
1418466937.500,1418.466937500,5.622516673768e-10,3.007405429946e-10,1.869557266134e+00
1418467523.438,1418.467523438,5.556801385629e-10,3.015214418773e-10,1.842920805576e+00
1418468109.375,1418.468109375,5.475871045254e-10,2.981824024884e-10,1.836416569038e+00
1418468695.312,1418.468695312,5.216817815976e-10,2.979410782783e-10,1.750956211249e+00
1418469281.250,1418.469281250,5.049501640656e-10,2.970623942663e-10,1.699811803217e+00
1418469867.188,1418.469867188,5.086834611029e-10,2.981599526957e-10,1.706075737214e+00
1418470453.125,1418.470453125,5.052841890874e-10,2.988802414581e-10,1.690590808621e+00
1418471039.062,1418.471039062,4.992180371680e-10,3.002697978356e-10,1.662564935823e+00
1418471625.000,1418.471625000,4.936808697511e-10,3.013875533652e-10,1.638026734146e+00
1418472210.938,1418.472210938,4.896675336845e-10,3.022248243718e-10,1.620209506954e+00
1418472796.875,1418.472796875,4.976449344892e-10,3.006602180156e-10,1.655173862953e+00
1418473382.812,1418.473382812,5.091650039600e-10,2.990522014082e-10,1.702595739347e+00
1418473968.750,1418.473968750,5.310516934822e-10,3.004991316718e-10,1.767232039999e+00
1418474554.688,1418.474554688,5.267684376484e-10,3.001859591433e-10,1.754807050775e+00
1418475140.625,1418.475140625,5.331081854792e-10,3.008053675818e-10,1.772269523529e+00
1418475726.562,1418.475726562,5.485942262918e-10,3.005769329942e-10,1.825137480867e+00
1418476312.500,1418.476312500,5.550988475207e-10,3.029831014969e-10,1.832111575788e+00
1418476898.438,1418.476898438,5.612713216858e-10,3.014119666513e-10,1.862140139695e+00
1418477484.375,1418.477484375,5.462723059027e-10,2.989813933175e-10,1.827111379211e+00
1418478070.312,1418.478070312,5.649784720946e-10,3.026538279342e-10,1.866748145731e+00
1418478656.250,1418.478656250,5.790339336127e-10,3.058831489532e-10,1.892990625977e+00
1418479242.188,1418.479242188,5.896866691102e-10,3.052589448217e-10,1.931758852979e+00
1418479828.125,1418.479828125,5.714308652604e-10,3.050141122005e-10,1.873457136583e+00
1418480414.062,1418.480414062,5.701973342954e-10,3.033427111928e-10,1.879713318488e+00
1418481000.000,1418.481000000,5.647503802432e-10,3.040079960171e-10,1.857682651911e+00
1418481585.938,1418.481585938,5.407112535472e-10,3.057486480034e-10,1.768482892985e+00
1418482171.875,1418.482171875,5.356587112767e-10,3.062750735214e-10,1.748946478465e+00
1418482757.812,1418.482757812,5.464250143472e-10,3.084537662744e-10,1.771497300704e+00
1418483343.750,1418.483343750,5.434968748955e-10,3.121140866026e-10,1.741340420779e+00
1418483929.688,1418.483929688,5.183782739766e-10,3.108490301891e-10,1.667620689250e+00
1418484515.625,1418.484515625,5.086159588120e-10,3.085949488624e-10,1.648166830620e+00
1418485101.562,1418.485101562,5.085467299098e-10,3.088372482366e-10,1.646649595583e+00
1418485687.500,1418.485687500,5.025022460276e-10,3.097749969079e-10,1.622152372023e+00
1418486273.438,1418.486273438,5.016883591467e-10,3.113732050493e-10,1.611212368345e+00
1418486859.375,1418.486859375,4.953033228577e-10,3.123427209403e-10,1.585768739437e+00
1418487445.312,1418.487445312,4.966280306906e-10,3.110584297354e-10,1.596574737142e+00
1418488031.250,1418.488031250,5.092905889560e-10,3.132412585338e-10,1.625873268866e+00
1418488617.188,1418.488617188,5.157227245400e-10,3.152855495026e-10,1.635732196904e+00
1418489203.125,1418.489203125,5.318523384991e-10,3.123663226478e-10,1.702655824068e+00
1418489789.062,1418.489789062,5.422150272699e-10,3.119769979910e-10,1.737996809898e+00
1418490375.000,1418.490375000,5.459524020546e-10,3.124010664020e-10,1.747600955216e+00
1418490960.938,1418.490960938,5.527159504141e-10,3.145696372427e-10,1.757054352921e+00
1418491546.875,1418.491546875,5.573457527636e-10,3.168406368824e-10,1.759072820481e+00
1418492132.812,1418.492132812,5.535669402296e-10,3.187263961468e-10,1.736809209786e+00
1418492718.750,1418.492718750,5.571338826725e-10,3.166904454973e-10,1.759238052786e+00
1418493304.688,1418.493304688,5.788886794343e-10,3.145656690158e-10,1.840279269017e+00
1418493890.625,1418.493890625,5.779441274749e-10,3.144034467446e-10,1.838224527940e+00
1418494476.562,1418.494476562,5.771963649440e-10,3.184120892357e-10,1.812733826563e+00
1418495062.500,1418.495062500,5.708315731885e-10,3.206949871232e-10,1.779982837615e+00
1418495648.438,1418.495648438,5.813683442516e-10,3.200096587026e-10,1.816721240879e+00
1418496234.375,1418.496234375,5.796703906274e-10,3.190042712400e-10,1.817124229635e+00
1418496820.312,1418.496820312,5.642444951622e-10,3.202317329495e-10,1.761988076464e+00
1418497406.250,1418.497406250,5.615530221008e-10,3.247259361021e-10,1.729313737121e+00
1418497992.188,1418.497992188,5.573104941234e-10,3.241086008196e-10,1.719517756438e+00
1418498578.125,1418.498578125,5.662421115590e-10,3.230301925099e-10,1.752907699306e+00
1418499164.062,1418.499164062,5.457139016967e-10,3.247701615498e-10,1.680308003336e+00
1418499750.000,1418.499750000,5.361824979715e-10,3.236452831744e-10,1.656698014297e+00
1418500335.938,1418.500335938,5.224480441704e-10,3.224117308518e-10,1.620437453656e+00
1418500921.875,1418.500921875,5.166885684222e-10,3.251441525980e-10,1.589106137366e+00
1418501507.812,1418.501507812,5.217358824153e-10,3.288936072644e-10,1.586336343703e+00
1418502093.750,1418.502093750,5.235325015161e-10,3.325006297973e-10,1.574530856785e+00
1418502679.688,1418.502679688,5.318080140697e-10,3.316157185200e-10,1.603687594916e+00
1418503265.625,1418.503265625,5.307927010934e-10,3.294979846624e-10,1.610913346366e+00
1418503851.562,1418.503851562,5.437826069586e-10,3.312711119492e-10,1.641503250190e+00
1418504437.500,1418.504437500,5.529042608263e-10,3.357973744895e-10,1.646541345556e+00
1418505023.438,1418.505023438,5.685548482676e-10,3.346135141477e-10,1.699138929627e+00
1418505609.375,1418.505609375,5.765593640577e-10,3.323230951693e-10,1.734936188422e+00
1418506195.312,1418.506195312,5.938893577797e-10,3.338794215486e-10,1.778754003542e+00
1418506781.250,1418.506781250,5.985912242566e-10,3.341406690731e-10,1.791434804740e+00
1418507367.188,1418.507367188,6.084087220308e-10,3.313373710058e-10,1.836221251421e+00
1418507953.125,1418.507953125,6.182458143280e-10,3.343331572782e-10,1.849190847121e+00
1418508539.062,1418.508539062,6.090954272777e-10,3.398284736738e-10,1.792361365994e+00
1418509125.000,1418.509125000,6.189686670102e-10,3.402062292084e-10,1.819392515094e+00
1418509710.938,1418.509710938,6.145503356159e-10,3.386212170163e-10,1.814860690157e+00
1418510296.875,1418.510296875,6.027145761242e-10,3.392264841060e-10,1.776732078312e+00
1418510882.812,1418.510882812,6.066348234437e-10,3.369286020013e-10,1.800484790666e+00
1418511468.750,1418.511468750,6.106997933141e-10,3.409011217868e-10,1.791427936973e+00
1418512054.688,1418.512054688,6.032434186704e-10,3.429473116737e-10,1.758997368215e+00
1418512640.625,1418.512640625,5.913717321115e-10,3.403668444282e-10,1.737453990576e+00
1418513226.562,1418.513226562,5.747140348315e-10,3.424692419732e-10,1.678147887151e+00
1418513812.500,1418.513812500,5.723152109475e-10,3.444117292081e-10,1.661718119367e+00
1418514398.438,1418.514398438,5.929852735492e-10,3.502647477123e-10,1.692963044161e+00
1418514984.375,1418.514984375,5.742425668087e-10,3.498791132093e-10,1.641259924153e+00
1418515570.312,1418.515570312,5.622414620246e-10,3.486275816104e-10,1.612727998822e+00
1418516156.250,1418.516156250,5.584307583737e-10,3.438401441388e-10,1.624099942642e+00
1418516742.188,1418.516742188,5.470283266493e-10,3.485336251051e-10,1.569513777858e+00
1418517328.125,1418.517328125,5.580183289770e-10,3.501198814046e-10,1.593792179805e+00
1418517914.062,1418.517914062,5.628390104756e-10,3.526809654210e-10,1.595887120825e+00
