# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-06-17T00:33:11.287755+00:00"",""center_freq_hz"":1420405800,""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""sky_data_dir"":""../data/commiss_21cm_data_061626"",""calibration_data_dir"":""../data/commiss_50ohm_data_061626"",""sky_scan_count"":5,""calibration_scan_count"":5,""sky_source_files"":[""../data/commiss_21cm_data_061626/2026-06-17T00-05-27.194814+00-00_galactic_plane_scan001_fc1420405800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-05-47.920266+00-00_galactic_plane_scan002_fc1420405800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-08.729175+00-00_galactic_plane_scan003_fc1420405800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-29.397482+00-00_galactic_plane_scan004_fc1420405800.csv"",""../data/commiss_21cm_data_061626/2026-06-17T00-06-50.206207+00-00_galactic_plane_scan005_fc1420405800.csv""],""calibration_source_files"":[""../data/commiss_50ohm_data_061626/2026-06-17T00-02-18.140595+00-00_50ohm_termination_scan001_fc1420405800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-38.831015+00-00_50ohm_termination_scan002_fc1420405800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-02-59.565677+00-00_50ohm_termination_scan003_fc1420405800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-20.320717+00-00_50ohm_termination_scan004_fc1420405800.csv"",""../data/commiss_50ohm_data_061626/2026-06-17T00-03-41.069643+00-00_50ohm_termination_scan005_fc1420405800.csv""],""sky_observations"":[{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:27.194880+00:00"",""target_name"":""galactic_plane"",""scan_index"":1,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:05:47.920328+00:00"",""target_name"":""galactic_plane"",""scan_index"":2,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:08.729241+00:00"",""target_name"":""galactic_plane"",""scan_index"":3,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:29.397547+00:00"",""target_name"":""galactic_plane"",""scan_index"":4,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:06:50.206271+00:00"",""target_name"":""galactic_plane"",""scan_index"":5,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}],""calibration_observations"":[{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:18.140657+00:00"",""load_label"":""50ohm_termination"",""scan_index"":1,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:38.831076+00:00"",""load_label"":""50ohm_termination"",""scan_index"":2,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:02:59.565742+00:00"",""load_label"":""50ohm_termination"",""scan_index"":3,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:20.320776+00:00"",""load_label"":""50ohm_termination"",""scan_index"":4,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}},{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-06-17T00:03:41.069703+00:00"",""load_label"":""50ohm_termination"",""scan_index"":5,""scan_count"":5,""frequency_index"":3,""frequency_count"":5,""center_freq_hz"":1420405800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}]}"
frequency_hz,frequency_mhz,sky_psd_linear_per_hz,calibration_psd_linear_per_hz,sky_over_50ohm
1419242914.062,1419.242914062,5.501458192543e-10,2.912996240752e-10,1.888590900180e+00
1419243500.000,1419.243500000,5.154447854346e-10,2.931732510038e-10,1.758157620689e+00
1419244085.938,1419.244085938,5.014241918206e-10,2.906950364819e-10,1.724914872607e+00
1419244671.875,1419.244671875,4.989217796463e-10,2.876312993934e-10,1.734587928013e+00
1419245257.812,1419.245257812,5.027253032975e-10,2.867336051675e-10,1.753283515561e+00
1419245843.750,1419.245843750,5.086790331981e-10,2.889310566050e-10,1.760555058273e+00
1419246429.688,1419.246429688,4.940835806945e-10,2.928357920989e-10,1.687237673896e+00
1419247015.625,1419.247015625,4.843888367886e-10,2.938149226119e-10,1.648618907721e+00
1419247601.562,1419.247601562,4.646410987443e-10,2.969440807444e-10,1.564742754190e+00
1419248187.500,1419.248187500,4.621591716304e-10,2.946448373426e-10,1.568529677284e+00
1419248773.438,1419.248773438,4.547896655069e-10,2.897806289132e-10,1.569427422436e+00
1419249359.375,1419.249359375,4.441832237982e-10,2.901128182361e-10,1.531070658990e+00
1419249945.312,1419.249945312,4.440573629836e-10,2.910403934612e-10,1.525758530294e+00
1419250531.250,1419.250531250,4.442613855316e-10,2.896666238121e-10,1.533698911131e+00
1419251117.188,1419.251117188,4.401206221126e-10,2.923410319128e-10,1.505504099896e+00
1419251703.125,1419.251703125,4.245325449574e-10,2.888677977419e-10,1.469643027973e+00
1419252289.062,1419.252289062,4.203918135504e-10,2.895054572139e-10,1.452103243912e+00
1419252875.000,1419.252875000,4.290707996704e-10,2.886528555393e-10,1.486459570507e+00
1419253460.938,1419.253460938,4.260262470882e-10,2.907143133761e-10,1.465446410742e+00
1419254046.875,1419.254046875,4.228686673329e-10,2.910930721723e-10,1.452692309636e+00
1419254632.812,1419.254632812,4.371686781300e-10,2.904373661631e-10,1.505208107019e+00
1419255218.750,1419.255218750,4.457446741002e-10,2.927268132078e-10,1.522732643503e+00
1419255804.688,1419.255804688,4.515292862562e-10,2.902505350400e-10,1.555653588008e+00
1419256390.625,1419.256390625,4.642876406637e-10,2.906527721035e-10,1.597396224036e+00
1419256976.562,1419.256976562,4.812841900111e-10,2.922079525807e-10,1.647060546301e+00
1419257562.500,1419.257562500,4.745508029261e-10,2.947655673832e-10,1.609926176721e+00
1419258148.438,1419.258148438,4.731463584606e-10,2.958438778860e-10,1.599310967127e+00
1419258734.375,1419.258734375,4.814510017712e-10,2.906633655497e-10,1.656386937035e+00
1419259320.312,1419.259320312,4.807851437293e-10,2.934768000471e-10,1.638239014642e+00
1419259906.250,1419.259906250,4.808102218738e-10,2.952557215242e-10,1.628453529679e+00
1419260492.188,1419.260492188,4.783925813782e-10,2.926118503074e-10,1.634905014529e+00
1419261078.125,1419.261078125,4.768838995767e-10,2.911912349055e-10,1.637700048669e+00
1419261664.062,1419.261664062,4.642519162366e-10,2.901164179126e-10,1.600226280115e+00
1419262250.000,1419.262250000,4.653647189576e-10,2.933865244254e-10,1.586183005062e+00
1419262835.938,1419.262835938,4.628529571016e-10,2.945372263954e-10,1.571458259338e+00
1419263421.875,1419.263421875,4.408447804038e-10,2.928290519740e-10,1.505468045032e+00
1419264007.812,1419.264007812,4.370379532310e-10,2.937938004081e-10,1.487566969160e+00
1419264593.750,1419.264593750,4.257732359365e-10,2.974201826415e-10,1.431554617965e+00
1419265179.688,1419.265179688,4.138566559244e-10,2.946309014922e-10,1.404661404586e+00
1419265765.625,1419.265765625,4.121630698299e-10,2.926991739870e-10,1.408145654173e+00
1419266351.562,1419.266351562,4.183579006580e-10,2.971118896716e-10,1.408081989315e+00
1419266937.500,1419.266937500,4.209103925868e-10,2.957220343275e-10,1.423331181743e+00
1419267523.438,1419.267523438,4.073445235785e-10,2.955436950674e-10,1.378288660449e+00
1419268109.375,1419.268109375,4.129839017432e-10,2.938567143177e-10,1.405392089482e+00
1419268695.312,1419.268695312,4.120462286459e-10,2.937496738546e-10,1.402712123010e+00
1419269281.250,1419.269281250,4.237395561312e-10,2.953912836355e-10,1.434502572033e+00
1419269867.188,1419.269867188,4.414021259518e-10,2.980476174266e-10,1.480978542164e+00
1419270453.125,1419.270453125,4.602007735325e-10,2.986475929736e-10,1.540949213588e+00
1419271039.062,1419.271039062,4.558225667889e-10,2.973752099510e-10,1.532819655223e+00
1419271625.000,1419.271625000,4.542500251589e-10,2.936397664377e-10,1.546963582861e+00
1419272210.938,1419.272210938,4.659647743938e-10,2.954867117569e-10,1.576939861774e+00
1419272796.875,1419.272796875,4.737357966287e-10,2.999144994886e-10,1.579569502097e+00
1419273382.812,1419.273382812,4.819425320861e-10,3.009787659022e-10,1.601250940881e+00
1419273968.750,1419.273968750,4.983874757995e-10,2.976629450377e-10,1.674334962104e+00
1419274554.688,1419.274554688,4.950358790188e-10,2.967815148013e-10,1.668014530320e+00
1419275140.625,1419.275140625,4.744427873475e-10,2.969210770714e-10,1.597875071811e+00
1419275726.562,1419.275726562,4.609015403311e-10,2.981629858202e-10,1.545804014081e+00
1419276312.500,1419.276312500,4.605282745600e-10,2.949264773419e-10,1.561501967238e+00
1419276898.438,1419.276898438,4.711953694503e-10,2.975406312104e-10,1.583633695786e+00
1419277484.375,1419.277484375,4.683853173435e-10,3.009878254390e-10,1.556160341902e+00
1419278070.312,1419.278070312,4.693199802418e-10,3.028038717620e-10,1.549914066524e+00
1419278656.250,1419.278656250,4.524058173158e-10,3.038064852595e-10,1.489124950474e+00
1419279242.188,1419.279242188,4.339552604440e-10,2.975144406989e-10,1.458602343552e+00
1419279828.125,1419.279828125,4.221294311285e-10,2.986871141582e-10,1.413283034717e+00
1419280414.062,1419.280414062,4.209322843215e-10,3.006665906504e-10,1.399996865002e+00
1419281000.000,1419.281000000,4.157533462162e-10,3.031732895275e-10,1.371338968760e+00
1419281585.938,1419.281585938,4.103073365292e-10,3.020410855628e-10,1.358448754628e+00
1419282171.875,1419.282171875,4.201489686877e-10,3.014698582681e-10,1.393668246309e+00
1419282757.812,1419.282757812,4.448742249307e-10,3.028734618502e-10,1.468845181130e+00
1419283343.750,1419.283343750,4.249979023068e-10,3.016280737464e-10,1.409013083656e+00
1419283929.688,1419.283929688,4.201007095040e-10,3.049010251621e-10,1.377826490681e+00
1419284515.625,1419.284515625,4.348623717758e-10,3.065163008408e-10,1.418725107223e+00
1419285101.562,1419.285101562,4.398475853419e-10,3.031274731032e-10,1.451031741990e+00
1419285687.500,1419.285687500,4.588020953123e-10,3.040336513737e-10,1.509050373994e+00
1419286273.438,1419.286273438,4.529286919853e-10,3.075628834790e-10,1.472637682616e+00
1419286859.375,1419.286859375,4.761051577232e-10,3.071011847672e-10,1.550320159410e+00
1419287445.312,1419.287445312,4.833205397685e-10,3.054682708447e-10,1.582228289806e+00
1419288031.250,1419.288031250,4.790919144531e-10,3.072400220274e-10,1.559340841378e+00
1419288617.188,1419.288617188,4.986449122086e-10,3.080647390491e-10,1.618636763648e+00
1419289203.125,1419.289203125,4.980384124080e-10,3.044305670890e-10,1.635967167063e+00
1419289789.062,1419.289789062,4.987308496622e-10,3.057894924335e-10,1.630961370495e+00
1419290375.000,1419.290375000,4.752436124249e-10,3.114998593344e-10,1.525662366077e+00
1419290960.938,1419.290960938,4.792998736476e-10,3.115057704622e-10,1.538654879287e+00
1419291546.875,1419.291546875,4.617776228424e-10,3.107285184304e-10,1.486112781585e+00
1419292132.812,1419.292132812,4.778300504648e-10,3.114929700684e-10,1.533999468302e+00
1419292718.750,1419.292718750,4.939808997017e-10,3.120833682772e-10,1.582849167608e+00
1419293304.688,1419.293304688,4.438612883978e-10,3.123626984888e-10,1.420980451716e+00
1419293890.625,1419.293890625,4.349553380210e-10,3.128540332802e-10,1.390282022132e+00
1419294476.562,1419.294476562,4.431517657992e-10,3.170418855274e-10,1.397770408355e+00
1419295062.500,1419.295062500,4.512557687903e-10,3.153536211226e-10,1.430951600251e+00
1419295648.438,1419.295648438,4.323053269454e-10,3.183244786308e-10,1.358064980754e+00
1419296234.375,1419.296234375,4.429774706923e-10,3.162482504233e-10,1.400727024100e+00
1419296820.312,1419.296820312,4.422339276626e-10,3.171643054310e-10,1.394337004795e+00
1419297406.250,1419.297406250,4.417424735531e-10,3.162951151945e-10,1.396614909090e+00
1419297992.188,1419.297992188,4.427909867010e-10,3.186427979820e-10,1.389615549151e+00
1419298578.125,1419.298578125,4.510200583340e-10,3.190205024298e-10,1.413765118225e+00
1419299164.062,1419.299164062,4.601884546573e-10,3.166322803986e-10,1.453384519349e+00
1419299750.000,1419.299750000,4.644403680953e-10,3.164474736917e-10,1.467669697840e+00
1419300335.938,1419.300335938,4.696023887284e-10,3.215035236445e-10,1.460644609443e+00
1419300921.875,1419.300921875,4.766514864790e-10,3.236627523133e-10,1.472679457467e+00
1419301507.812,1419.301507812,4.804746344588e-10,3.231644562055e-10,1.486780570179e+00
1419302093.750,1419.302093750,4.899622415651e-10,3.241411841868e-10,1.511570468265e+00
1419302679.688,1419.302679688,5.063882914193e-10,3.254873539393e-10,1.555784841686e+00
1419303265.625,1419.303265625,5.136414765633e-10,3.253552909517e-10,1.578709462695e+00
1419303851.562,1419.303851562,5.162835956020e-10,3.256904494943e-10,1.585197221483e+00
1419304437.500,1419.304437500,5.133582537440e-10,3.251456081470e-10,1.578856490388e+00
1419305023.438,1419.305023438,5.080107482576e-10,3.241424324129e-10,1.567245437372e+00
1419305609.375,1419.305609375,5.128338562870e-10,3.233339902258e-10,1.586080869286e+00
1419306195.312,1419.306195312,5.176420717086e-10,3.240232948700e-10,1.597545855203e+00
1419306781.250,1419.306781250,5.043672724885e-10,3.263385618457e-10,1.545533784411e+00
1419307367.188,1419.307367188,4.912939116994e-10,3.281421413179e-10,1.497198469316e+00
1419307953.125,1419.307953125,4.811931980394e-10,3.291567186431e-10,1.461896934758e+00
1419308539.062,1419.308539062,4.777601680442e-10,3.348447691603e-10,1.426810904773e+00
1419309125.000,1419.309125000,4.742834937970e-10,3.342024710485e-10,1.419150170581e+00
1419309710.938,1419.309710938,4.730622079613e-10,3.332281340771e-10,1.419634657414e+00
1419310296.875,1419.310296875,4.737395607875e-10,3.330453999654e-10,1.422447392568e+00
1419310882.812,1419.310882812,4.660481596034e-10,3.380415922689e-10,1.378671057829e+00
1419311468.750,1419.311468750,4.472384856362e-10,3.388680726772e-10,1.319801190188e+00
1419312054.688,1419.312054688,4.428077480601e-10,3.384649862799e-10,1.308282292142e+00
1419312640.625,1419.312640625,4.524968815690e-10,3.413375595821e-10,1.325658043970e+00
1419313226.562,1419.313226562,4.593046942107e-10,3.405092306184e-10,1.348875897950e+00
1419313812.500,1419.313812500,4.628612552461e-10,3.418606199129e-10,1.353947276419e+00
1419314398.438,1419.314398438,4.695920444567e-10,3.455052617292e-10,1.359145855280e+00
1419314984.375,1419.314984375,4.790004898617e-10,3.456644537082e-10,1.385738350366e+00
1419315570.312,1419.315570312,4.819264630391e-10,3.438506370014e-10,1.401557569420e+00
1419316156.250,1419.316156250,4.861673721592e-10,3.416812952257e-10,1.422867973613e+00
1419316742.188,1419.316742188,5.081232715856e-10,3.429893558059e-10,1.481454928511e+00
1419317328.125,1419.317328125,5.081880923459e-10,3.434448882009e-10,1.479678719366e+00
1419317914.062,1419.317914062,5.187978999261e-10,3.450976088771e-10,1.503336698316e+00
