# metadata_json,"{""task"":""take_21cm_data"",""timestamp_utc"":""2026-06-17T00:37:40.614097+00:00"",""target_name"":""galactic_plane"",""scan_index"":6,""scan_count"":20,""frequency_index"":2,""frequency_count"":5,""center_freq_hz"":1419605800,""settle_samples"":262144,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1418406000.000,1418.406000000,6.597509533722e-10
1418406585.938,1418.406585938,6.454246148895e-10
1418407171.875,1418.407171875,6.340007887135e-10
1418407757.812,1418.407757812,6.313005031636e-10
1418408343.750,1418.408343750,6.025498457580e-10
1418408929.688,1418.408929687,5.934887956928e-10
1418409515.625,1418.409515625,6.100600590335e-10
1418410101.562,1418.410101562,5.896107987198e-10
1418410687.500,1418.410687500,5.625980293646e-10
1418411273.438,1418.411273438,5.555877985620e-10
1418411859.375,1418.411859375,5.824318108419e-10
1418412445.312,1418.412445313,5.819110229076e-10
1418413031.250,1418.413031250,5.562941934104e-10
1418413617.188,1418.413617187,5.735612959135e-10
1418414203.125,1418.414203125,5.769971701446e-10
1418414789.062,1418.414789062,5.741293855872e-10
1418415375.000,1418.415375000,5.958911356034e-10
1418415960.938,1418.415960937,6.135584346165e-10
1418416546.875,1418.416546875,6.532366823205e-10
1418417132.812,1418.417132813,6.441800523246e-10
1418417718.750,1418.417718750,6.459835846665e-10
1418418304.688,1418.418304688,6.491284629106e-10
1418418890.625,1418.418890625,6.448300103682e-10
1418419476.562,1418.419476562,6.674777946455e-10
1418420062.500,1418.420062500,6.789624515849e-10
1418420648.438,1418.420648437,6.842409508725e-10
1418421234.375,1418.421234375,6.536313581194e-10
1418421820.312,1418.421820312,6.311292805505e-10
1418422406.250,1418.422406250,6.088712188138e-10
1418422992.188,1418.422992188,5.790072262658e-10
1418423578.125,1418.423578125,5.759540944007e-10
1418424164.062,1418.424164063,5.895164523529e-10
1418424750.000,1418.424750000,5.790596355431e-10
1418425335.938,1418.425335937,5.719851688936e-10
1418425921.875,1418.425921875,5.445201173370e-10
1418426507.812,1418.426507812,5.418198208609e-10
1418427093.750,1418.427093750,5.705361858232e-10
1418427679.688,1418.427679687,5.932441263652e-10
1418428265.625,1418.428265625,5.532773872802e-10
1418428851.562,1418.428851563,5.560539980004e-10
1418429437.500,1418.429437500,6.008287141128e-10
1418430023.438,1418.430023438,6.327521622957e-10
1418430609.375,1418.430609375,6.242255649509e-10
1418431195.312,1418.431195312,6.490273128838e-10
1418431781.250,1418.431781250,6.396175295104e-10
1418432367.188,1418.432367187,6.260480037083e-10
1418432953.125,1418.432953125,6.147281051442e-10
1418433539.062,1418.433539062,6.343242557147e-10
1418434125.000,1418.434125000,6.193442874094e-10
1418434710.938,1418.434710938,6.233617965752e-10
1418435296.875,1418.435296875,6.538536611761e-10
1418435882.812,1418.435882813,6.136874354310e-10
1418436468.750,1418.436468750,5.893642733214e-10
1418437054.688,1418.437054687,6.054304534641e-10
1418437640.625,1418.437640625,5.906013805496e-10
1418438226.562,1418.438226562,5.669228657754e-10
1418438812.500,1418.438812500,5.646774351344e-10
1418439398.438,1418.439398437,5.512229537777e-10
1418439984.375,1418.439984375,5.598872529200e-10
1418440570.312,1418.440570313,5.442919141842e-10
1418441156.250,1418.441156250,5.476875252897e-10
1418441742.188,1418.441742188,5.639945868875e-10
1418442328.125,1418.442328125,5.379858063712e-10
1418442914.062,1418.442914062,5.391035551112e-10
1418443500.000,1418.443500000,5.393218512323e-10
1418444085.938,1418.444085937,5.364293029208e-10
1418444671.875,1418.444671875,5.434096312611e-10
1418445257.812,1418.445257812,5.481717454989e-10
1418445843.750,1418.445843750,5.641201660239e-10
1418446429.688,1418.446429688,5.899573772456e-10
1418447015.625,1418.447015625,6.042600971599e-10
1418447601.562,1418.447601563,6.049350059123e-10
1418448187.500,1418.448187500,5.915037604989e-10
1418448773.438,1418.448773437,6.036514894327e-10
1418449359.375,1418.449359375,6.044517396882e-10
