# metadata_json,"{""task"":""take_50ohm_data"",""timestamp_utc"":""2026-05-12T19:38:38.662663+00:00"",""load_label"":""50ohm_termination"",""scan_index"":5,""scan_count"":20,""num_integrations"":30,""iterations"":30,""sdr"":{""sample_rate_hz"":2400000,""center_freq_hz"":1420405800,""gain_db"":36.4,""bias_t"":true}}"
frequency_hz,frequency_mhz,psd_linear_per_hz
1419206000.000,1419.206000000,3.339100467328e-10
1419206585.938,1419.206585937,3.293987369053e-10
1419207171.875,1419.207171875,3.262275821679e-10
1419207757.812,1419.207757812,3.303700786098e-10
1419208343.750,1419.208343750,3.292528428884e-10
1419208929.688,1419.208929687,3.368806602876e-10
1419209515.625,1419.209515625,3.283349130254e-10
1419210101.562,1419.210101563,3.243526398493e-10
1419210687.500,1419.210687500,3.295610572277e-10
1419211273.438,1419.211273438,3.274251260425e-10
1419211859.375,1419.211859375,3.203534515105e-10
1419212445.312,1419.212445312,3.190420240752e-10
1419213031.250,1419.213031250,3.279219583709e-10
1419213617.188,1419.213617187,3.238067992320e-10
1419214203.125,1419.214203125,3.197434448181e-10
1419214789.062,1419.214789062,3.236900676010e-10
1419215375.000,1419.215375000,3.229863925569e-10
1419215960.938,1419.215960938,3.228374621016e-10
1419216546.875,1419.216546875,3.229197703292e-10
1419217132.812,1419.217132813,3.256550182723e-10
1419217718.750,1419.217718750,3.266997857814e-10
1419218304.688,1419.218304687,3.185868346002e-10
1419218890.625,1419.218890625,3.225414406351e-10
1419219476.562,1419.219476562,3.286041655840e-10
1419220062.500,1419.220062500,3.241237490028e-10
1419220648.438,1419.220648437,3.207786837306e-10
1419221234.375,1419.221234375,3.168784882067e-10
1419221820.312,1419.221820313,3.242625597507e-10
1419222406.250,1419.222406250,3.262186632694e-10
1419222992.188,1419.222992188,3.260527348635e-10
1419223578.125,1419.223578125,3.202573162120e-10
1419224164.062,1419.224164062,3.168904185693e-10
1419224750.000,1419.224750000,3.099324396735e-10
1419225335.938,1419.225335937,3.146921285577e-10
1419225921.875,1419.225921875,3.164907951116e-10
1419226507.812,1419.226507812,3.138012467967e-10
1419227093.750,1419.227093750,3.226720092725e-10
1419227679.688,1419.227679688,3.235394469339e-10
1419228265.625,1419.228265625,3.210200862207e-10
1419228851.562,1419.228851563,3.138531560826e-10
1419229437.500,1419.229437500,3.158732812911e-10
